epoch,binary_accuracy,loss,pr_auc,precision,recall,val_binary_accuracy,val_loss,val_pr_auc,val_precision,val_recall
0,0.9269992113113403,0.17832109332084656,0.3511832058429718,0.7108250856399536,0.4945506453514099,0.9290691614151001,0.17328158020973206,0.38843005895614624,0.7185299396514893,0.5137951970100403
1,0.9296964406967163,0.17130663990974426,0.3928101360797882,0.7252400517463684,0.5143424868583679,0.9293586611747742,0.17209354043006897,0.4055703580379486,0.7025021314620972,0.5469608306884766
2,0.9310043454170227,0.16797785460948944,0.413489431142807,0.7302731275558472,0.526660144329071,0.930229663848877,0.1702326238155365,0.41600939631462097,0.7286273241043091,0.5159274339675903
3,0.9320460557937622,0.16526611149311066,0.43094438314437866,0.7341316342353821,0.536530613899231,0.9310412406921387,0.17115049064159393,0.42874717712402344,0.7252132892608643,0.5339640974998474
4,0.9330466985702515,0.16280163824558258,0.44699209928512573,0.7380621433258057,0.5455141067504883,0.9306619763374329,0.1706543117761612,0.4277646243572235,0.7098145484924316,0.5547606945037842
5,0.9339661598205566,0.1605348140001297,0.46048539876937866,0.7410604357719421,0.5545855164527893,0.9304727911949158,0.17447389662265778,0.4225279986858368,0.7098979949951172,0.5515068769454956
6,0.9348394870758057,0.1583336442708969,0.4732470214366913,0.7444993853569031,0.5621817708015442,0.9311203360557556,0.17165561020374298,0.42289039492607117,0.7160919308662415,0.5507730841636658
7,0.9357410073280334,0.15617090463638306,0.48574283719062805,0.7478431463241577,0.570264458656311,0.9307635426521301,0.17039698362350464,0.4270962178707123,0.7191895842552185,0.5396593809127808
8,0.9366310834884644,0.15389016270637512,0.49621275067329407,0.7510761022567749,0.578251838684082,0.9308691620826721,0.17098368704319,0.430113822221756,0.7239316701889038,0.5333779454231262
9,0.9375360608100891,0.1518113911151886,0.5088756680488586,0.7541877031326294,0.5864959955215454,0.9303819537162781,0.1727704256772995,0.4279864430427551,0.7116327285766602,0.5468408465385437
10,0.9385530352592468,0.14918877184391022,0.5203886032104492,0.7578335404396057,0.5954696536064148,0.9303167462348938,0.17266255617141724,0.43075767159461975,0.7074392437934875,0.5535376667976379
11,0.9395063519477844,0.14694185554981232,0.5290520787239075,0.7614753842353821,0.6034950017929077,0.9297735691070557,0.1755063831806183,0.422854483127594,0.7036123871803284,0.5517838001251221
12,0.9405414462089539,0.1443198025226593,0.5419436693191528,0.7650468349456787,0.6125911474227905,0.9291129112243652,0.17596383392810822,0.4237394630908966,0.6940881013870239,0.559579074382782
13,0.9417207837104797,0.14150701463222504,0.5539440512657166,0.7692307233810425,0.6226537227630615,0.9290181398391724,0.18004539608955383,0.42009949684143066,0.6947145462036133,0.5566437244415283
14,0.9429023861885071,0.13865403831005096,0.5646935701370239,0.7741105556488037,0.6315898299217224,0.9280420541763306,0.18073931336402893,0.4196966290473938,0.6842359900474548,0.5618774890899658
15,0.9439718127250671,0.13610051572322845,0.5745124816894531,0.7779647707939148,0.640464186668396,0.9284689426422119,0.18448591232299805,0.4156845510005951,0.6871732473373413,0.5630082488059998
16,0.9450926184654236,0.13332867622375488,0.584371030330658,0.7819339632987976,0.6496793031692505,0.9270157217979431,0.18786323070526123,0.41425737738609314,0.6791844964027405,0.554585337638855
17,0.9464177489280701,0.13014262914657593,0.5964980721473694,0.7868688702583313,0.6601617336273193,0.9265692830085754,0.19026800990104675,0.4072878062725067,0.6727297902107239,0.5614206194877625
18,0.9477378726005554,0.12710882723331451,0.606951892375946,0.7924500107765198,0.6694642901420593,0.9270484447479248,0.19270209968090057,0.40981778502464294,0.6871031522750854,0.5378825068473816
19,0.9489268660545349,0.12431860715150833,0.6176906824111938,0.7968651056289673,0.6786117553710938,0.9268046617507935,0.1973899006843567,0.4032464325428009,0.6841021776199341,0.5398809313774109
20,0.950048565864563,0.12160034477710724,0.6261668801307678,0.8009883761405945,0.6872095465660095,0.9269399046897888,0.1994924545288086,0.402092844247818,0.6846001148223877,0.5412470698356628
21,0.9510648846626282,0.11909754574298859,0.6346907615661621,0.8048641085624695,0.6947534084320068,0.9253301024436951,0.20519405603408813,0.39881664514541626,0.6669027209281921,0.5519868731498718
22,0.952165961265564,0.11656366288661957,0.6422598958015442,0.8094457983970642,0.7023037075996399,0.9248270988464355,0.20209765434265137,0.3981233239173889,0.6569299697875977,0.5680851340293884
23,0.9531709551811218,0.11421049386262894,0.6506222486495972,0.8133581280708313,0.7095275521278381,0.9250046014785767,0.20935148000717163,0.3918437659740448,0.6622846126556396,0.5573314428329468
24,0.9541147947311401,0.11205093562602997,0.6567431688308716,0.8171088099479675,0.7161222100257874,0.9242569804191589,0.210486501455307,0.3918939232826233,0.6537775993347168,0.5652051568031311
25,0.9551026821136475,0.10970693826675415,0.6649966835975647,0.8211895823478699,0.7227869629859924,0.9241304993629456,0.21715833246707916,0.3872844874858856,0.6561126708984375,0.5561498999595642
26,0.9559357762336731,0.1077028438448906,0.671094536781311,0.8245120644569397,0.7285568714141846,0.9240208268165588,0.21617341041564941,0.39026492834091187,0.6572314500808716,0.5509253740310669
27,0.9567899703979492,0.10574393719434738,0.677246630191803,0.8279168009757996,0.7343637943267822,0.9242437481880188,0.21754483878612518,0.3918885588645935,0.6583104729652405,0.5525499582290649
28,0.9577109813690186,0.10363716632127762,0.6846240758895874,0.8315874338150024,0.7406498193740845,0.9238374829292297,0.22347581386566162,0.3868791460990906,0.6511521339416504,0.5639451742172241
29,0.9584708213806152,0.10183541476726532,0.6905173063278198,0.8344299793243408,0.7460393905639648,0.9233224987983704,0.22654153406620026,0.3862399756908417,0.6537728309631348,0.5459592938423157
