heuristics_version,animals_f1_score,architecture_f1_score,art_f1_score,chemistry_f1_score,culture_f1_score,diagrams_f1_score,events_f1_score,food_f1_score,geology_&_fossils_f1_score,history_f1_score,landscapes_f1_score,literature_f1_score,logos_&_symbols_f1_score,maps_&_flags_f1_score,mathematics_f1_score,medicine_&_health_f1_score,monuments_&_memorials_f1_score,music_f1_score,nature_f1_score,people_f1_score,places_f1_score,plants_f1_score,stem_f1_score,society_f1_score,space_f1_score,sports_f1_score,technology_&_engineering_f1_score,transportation_f1_score,macro_avg_f1_score,micro_avg_f1_score,samples_avg_f1_score,weighted_avg_f1_score,animals_precision,architecture_precision,art_precision,chemistry_precision,culture_precision,diagrams_precision,events_precision,food_precision,geology_&_fossils_precision,history_precision,landscapes_precision,literature_precision,logos_&_symbols_precision,maps_&_flags_precision,mathematics_precision,medicine_&_health_precision,monuments_&_memorials_precision,music_precision,nature_precision,people_precision,places_precision,plants_precision,stem_precision,society_precision,space_precision,sports_precision,technology_&_engineering_precision,transportation_precision,macro_avg_precision,micro_avg_precision,samples_avg_precision,weighted_avg_precision,animals_recall,architecture_recall,art_recall,chemistry_recall,culture_recall,diagrams_recall,events_recall,food_recall,geology_&_fossils_recall,history_recall,landscapes_recall,literature_recall,logos_&_symbols_recall,maps_&_flags_recall,mathematics_recall,medicine_&_health_recall,monuments_&_memorials_recall,music_recall,nature_recall,people_recall,places_recall,plants_recall,stem_recall,society_recall,space_recall,sports_recall,technology_&_engineering_recall,transportation_recall,macro_avg_recall,micro_avg_recall,samples_avg_recall,weighted_avg_recall,animals_support,architecture_support,art_support,chemistry_support,culture_support,diagrams_support,events_support,food_support,geology_&_fossils_support,history_support,landscapes_support,literature_support,logos_&_symbols_support,maps_&_flags_support,mathematics_support,medicine_&_health_support,monuments_&_memorials_support,music_support,nature_support,people_support,places_support,plants_support,stem_support,society_support,space_support,sports_support,technology_&_engineering_support,transportation_support,macro_avg_support,micro_avg_support,samples_avg_support,weighted_avg_support
depth+head+embedding15+lookahead,0.3,0.39473684210526316,0.2184873949579832,0.6666666666666666,0.4393063583815029,0.20512820512820512,0.24242424242424246,0.30769230769230765,0.1904761904761905,0.25210084033613445,0.0,0.31578947368421056,0.5333333333333333,0.39999999999999997,0.48275862068965514,0.3529411764705882,0.30303030303030304,0.23529411764705885,0.42000000000000004,0.5047619047619047,0.6017699115044247,0.33333333333333337,0.5833333333333334,0.553314121037464,0.5,0.6363636363636364,0.1836734693877551,0.43478260869565216,0.3782677996943268,0.4485355648535565,0.4504000756294334,0.45190939101350663,0.375,0.3191489361702128,0.12871287128712872,0.5833333333333334,0.28679245283018867,0.8,0.18181818181818182,0.5,0.18181818181818182,0.1724137931034483,0.0,0.20689655172413793,1.0,0.75,0.3684210526315789,0.23076923076923078,0.25,0.3333333333333333,0.29577464788732394,0.3897058823529412,0.4689655172413793,1.0,0.4772727272727273,0.3950617283950617,0.4166666666666667,0.4666666666666667,0.10588235294117647,0.3125,0.392748361008675,0.33458177278401996,0.38486139243019973,0.39937547227846587,0.25,0.5172413793103449,0.7222222222222222,0.7777777777777778,0.9382716049382716,0.11764705882352941,0.36363636363636365,0.2222222222222222,0.2,0.46875,0.0,0.6666666666666666,0.36363636363636365,0.2727272727272727,0.7,0.75,0.38461538461538464,0.18181818181818182,0.7241379310344828,0.7162162162162162,0.8395061728395061,0.2,0.75,0.9230769230769231,0.625,1.0,0.6923076923076923,0.7142857142857143,0.5386343981483976,0.6802030456852792,0.6744320664045435,0.6802030456852792,12.0,29.0,18.0,9.0,81.0,34.0,11.0,9.0,10.0,32.0,11.0,9.0,11.0,11.0,10.0,8.0,13.0,11.0,29.0,74.0,81.0,10.0,112.0,104.0,8.0,14.0,13.0,14.0,788.0,788.0,788.0,788.0
depth+head+embedding20,0.3157894736842105,0.16666666666666663,0.2222222222222222,0.6666666666666666,0.42222222222222217,0.20512820512820512,0.24242424242424246,0.30769230769230765,0.23529411764705882,0.2773722627737226,0.0,0.31578947368421056,0.5333333333333333,0.39999999999999997,0.4666666666666667,0.45454545454545453,0.30303030303030304,0.23529411764705885,0.3925233644859813,0.5838509316770186,0.5887850467289719,0.33333333333333337,0.5754385964912281,0.5411764705882353,0.5,0.6222222222222222,0.14953271028037382,0.5365853658536585,0.37834234920341336,0.44841447074586865,0.4393162053712513,0.447859294831054,0.42857142857142855,0.42857142857142855,0.16666666666666666,0.6666666666666666,0.2724014336917563,0.8,0.18181818181818182,0.5,0.2857142857142857,0.18095238095238095,0.0,0.20689655172413793,1.0,0.75,0.35,0.35714285714285715,0.25,0.3333333333333333,0.2692307692307692,0.5402298850574713,0.47368421052631576,1.0,0.47398843930635837,0.3898305084745763,0.4166666666666667,0.45161290322580644,0.0851063829787234,0.4074074074074074,0.4166604424188292,0.3459682977257064,0.3822739187418086,0.4208345759347375,0.25,0.10344827586206896,0.3333333333333333,0.6666666666666666,0.9382716049382716,0.11764705882352941,0.36363636363636365,0.2222222222222222,0.2,0.59375,0.0,0.6666666666666666,0.36363636363636365,0.2727272727272727,0.7,0.625,0.38461538461538464,0.18181818181818182,0.7241379310344828,0.6351351351351351,0.7777777777777778,0.2,0.7321428571428571,0.8846153846153846,0.625,1.0,0.6153846153846154,0.7857142857142857,0.4986909779196737,0.6370558375634517,0.6310798019513616,0.6370558375634517,12.0,29.0,18.0,9.0,81.0,34.0,11.0,9.0,10.0,32.0,11.0,9.0,11.0,11.0,10.0,8.0,13.0,11.0,29.0,74.0,81.0,10.0,112.0,104.0,8.0,14.0,13.0,14.0,788.0,788.0,788.0,788.0
depth+head+embedding20+lookahead,0.3157894736842105,0.0,0.22033898305084748,0.6666666666666666,0.42424242424242425,0.20512820512820512,0.24242424242424246,0.30769230769230765,0.23529411764705882,0.2835820895522388,0.0,0.31578947368421056,0.5333333333333333,0.37499999999999994,0.48275862068965514,0.4761904761904762,0.30303030303030304,0.23529411764705885,0.3962264150943396,0.3762376237623763,0.5794392523364486,0.33333333333333337,0.5869565217391304,0.5130890052356021,0.5,0.6363636363636364,0.16494845360824742,0.5405405405405405,0.3660603434527462,0.4237978810105949,0.42281202487624503,0.4204022661123167,0.42857142857142855,0.0,0.13,0.6666666666666666,0.2730496453900709,0.8,0.18181818181818182,0.5,0.2857142857142857,0.18627450980392157,0.0,0.20689655172413793,1.0,0.6,0.3684210526315789,0.38461538461538464,0.25,0.3333333333333333,0.2727272727272727,0.24890829694323144,0.46616541353383456,1.0,0.49390243902439024,0.35251798561151076,0.4166666666666667,0.4666666666666667,0.09523809523809523,0.43478260869565216,0.3872477316205825,0.31212484993997597,0.355414785690015,0.3737513201849042,0.25,0.0,0.7222222222222222,0.6666666666666666,0.9506172839506173,0.11764705882352941,0.36363636363636365,0.2222222222222222,0.2,0.59375,0.0,0.6666666666666666,0.36363636363636365,0.2727272727272727,0.7,0.625,0.38461538461538464,0.18181818181818182,0.7241379310344828,0.7702702702702703,0.7654320987654321,0.2,0.7232142857142857,0.9423076923076923,0.625,1.0,0.6153846153846154,0.7142857142857143,0.5129020819552851,0.6598984771573604,0.6526175913790593,0.6598984771573604,12.0,29.0,18.0,9.0,81.0,34.0,11.0,9.0,10.0,32.0,11.0,9.0,11.0,11.0,10.0,8.0,13.0,11.0,29.0,74.0,81.0,10.0,112.0,104.0,8.0,14.0,13.0,14.0,788.0,788.0,788.0,788.0
depth+head+embedding25,0.3157894736842105,0.16666666666666663,0.20754716981132076,0.6666666666666666,0.4141689373297003,0.20512820512820512,0.24242424242424246,0.16666666666666666,0.23529411764705882,0.26573426573426573,0.0,0.31578947368421056,0.5333333333333333,0.39999999999999997,0.4666666666666667,0.45454545454545453,0.30303030303030304,0.23529411764705885,0.358974358974359,0.5838509316770186,0.5887850467289719,0.33333333333333337,0.5935483870967742,0.5368731563421829,0.5,0.6363636363636364,0.13333333333333333,0.5365853658536585,0.3712997610846179,0.4365482233502538,0.43401085832278496,0.44536831121414927,0.42857142857142855,0.42857142857142855,0.125,0.6666666666666666,0.26573426573426573,0.8,0.18181818181818182,0.3333333333333333,0.2857142857142857,0.17117117117117117,0.0,0.20689655172413793,1.0,0.75,0.35,0.35714285714285715,0.25,0.3333333333333333,0.23863636363636365,0.5402298850574713,0.47368421052631576,1.0,0.46464646464646464,0.3872340425531915,0.4166666666666667,0.4666666666666667,0.07377049180327869,0.4074074074074074,0.40724627509803263,0.32741116751269034,0.37136304062909564,0.414180737616674,0.25,0.10344827586206896,0.6111111111111112,0.6666666666666666,0.9382716049382716,0.11764705882352941,0.36363636363636365,0.1111111111111111,0.2,0.59375,0.0,0.6666666666666666,0.36363636363636365,0.2727272727272727,0.7,0.625,0.38461538461538464,0.18181818181818182,0.7241379310344828,0.6351351351351351,0.7777777777777778,0.2,0.8214285714285714,0.875,0.625,1.0,0.6923076923076923,0.7857142857142857,0.5102359805361049,0.6548223350253807,0.6484381826124945,0.6548223350253807,12.0,29.0,18.0,9.0,81.0,34.0,11.0,9.0,10.0,32.0,11.0,9.0,11.0,11.0,10.0,8.0,13.0,11.0,29.0,74.0,81.0,10.0,112.0,104.0,8.0,14.0,13.0,14.0,788.0,788.0,788.0,788.0
depth+head+embedding25+lookahead,0.3157894736842105,0.0,0.21666666666666665,0.6666666666666666,0.41847826086956524,0.20512820512820512,0.24242424242424246,0.16666666666666666,0.23529411764705882,0.2695035460992908,0.0,0.31578947368421056,0.5333333333333333,0.37499999999999994,0.48275862068965514,0.4761904761904762,0.30303030303030304,0.23529411764705885,0.3620689655172414,0.37254901960784315,0.5794392523364486,0.33333333333333337,0.5974025974025974,0.5052083333333334,0.5,0.6363636363636364,0.13533834586466165,0.5405405405405405,0.35786636409740163,0.41568627450980394,0.41847587512725126,0.41589614093819555,0.42857142857142855,0.0,0.12745098039215685,0.6666666666666666,0.2682926829268293,0.8,0.18181818181818182,0.3333333333333333,0.2857142857142857,0.1743119266055046,0.0,0.20689655172413793,1.0,0.6,0.3684210526315789,0.38461538461538464,0.25,0.3333333333333333,0.2413793103448276,0.24568965517241378,0.46616541353383456,1.0,0.46938775510204084,0.3464285714285714,0.4166666666666667,0.4666666666666667,0.075,0.43478260869565216,0.37755687342655336,0.300794551645857,0.34784961895053634,0.3647369695664162,0.25,0.0,0.7222222222222222,0.6666666666666666,0.9506172839506173,0.11764705882352941,0.36363636363636365,0.1111111111111111,0.2,0.59375,0.0,0.6666666666666666,0.36363636363636365,0.2727272727272727,0.7,0.625,0.38461538461538464,0.18181818181818182,0.7241379310344828,0.7702702702702703,0.7654320987654321,0.2,0.8214285714285714,0.9326923076923077,0.625,1.0,0.6923076923076923,0.7142857142857143,0.5148453272021017,0.6725888324873096,0.666480996068152,0.6725888324873096,12.0,29.0,18.0,9.0,81.0,34.0,11.0,9.0,10.0,32.0,11.0,9.0,11.0,11.0,10.0,8.0,13.0,11.0,29.0,74.0,81.0,10.0,112.0,104.0,8.0,14.0,13.0,14.0,788.0,788.0,788.0,788.0
depth+head+embedding30,0.3157894736842105,0.17142857142857143,0.18518518518518515,0.6666666666666666,0.41847826086956524,0.20512820512820512,0.21052631578947367,0.16666666666666666,0.23529411764705882,0.2753623188405797,0.0,0.31578947368421056,0.5333333333333333,0.39999999999999997,0.4666666666666667,0.45454545454545453,0.30303030303030304,0.19999999999999998,0.3652173913043478,0.5838509316770186,0.5915492957746479,0.33333333333333337,0.5935483870967742,0.5352941176470588,0.5,0.6363636363636364,0.13043478260869565,0.5365853658536585,0.3689310091009044,0.4354430379746836,0.43330678835265996,0.44518642144309856,0.42857142857142855,0.5,0.1111111111111111,0.6666666666666666,0.2682926829268293,0.8,0.14814814814814814,0.3333333333333333,0.2857142857142857,0.1792452830188679,0.0,0.20689655172413793,1.0,0.75,0.35,0.35714285714285715,0.25,0.2222222222222222,0.2441860465116279,0.5402298850574713,0.4772727272727273,1.0,0.46464646464646464,0.3855932203389831,0.4166666666666667,0.4666666666666667,0.072,0.4074074074074074,0.40471477339813927,0.32616940581542353,0.36967258870928593,0.4153893519652548,0.25,0.10344827586206896,0.5555555555555556,0.6666666666666666,0.9506172839506173,0.11764705882352941,0.36363636363636365,0.1111111111111111,0.2,0.59375,0.0,0.6666666666666666,0.36363636363636365,0.2727272727272727,0.7,0.625,0.38461538461538464,0.18181818181818182,0.7241379310344828,0.6351351351351351,0.7777777777777778,0.2,0.8214285714285714,0.875,0.625,1.0,0.6923076923076923,0.7857142857142857,0.5086927706595616,0.6548223350253807,0.6484381826124945,0.6548223350253807,12.0,29.0,18.0,9.0,81.0,34.0,11.0,9.0,10.0,32.0,11.0,9.0,11.0,11.0,10.0,8.0,13.0,11.0,29.0,74.0,81.0,10.0,112.0,104.0,8.0,14.0,13.0,14.0,788.0,788.0,788.0,788.0
depth+head+embedding30+lookahead,0.3157894736842105,0.0,0.20168067226890754,0.6666666666666666,0.4227642276422764,0.20512820512820512,0.21052631578947367,0.16666666666666666,0.23529411764705882,0.2794117647058823,0.0,0.31578947368421056,0.5333333333333333,0.37499999999999994,0.48275862068965514,0.4761904761904762,0.30303030303030304,0.23529411764705885,0.368421052631579,0.37133550488599354,0.5821596244131455,0.33333333333333337,0.5974025974025974,0.5038961038961038,0.5,0.6363636363636364,0.1323529411764706,0.5405405405405405,0.35682606319349236,0.4153605015673982,0.41868022395545335,0.41612847553788007,0.42857142857142855,0.0,0.1188118811881188,0.6666666666666666,0.2708333333333333,0.8,0.14814814814814814,0.3333333333333333,0.2857142857142857,0.18269230769230768,0.0,0.20689655172413793,1.0,0.6,0.3684210526315789,0.38461538461538464,0.25,0.3333333333333333,0.24705882352941178,0.2446351931330472,0.4696969696969697,1.0,0.46938775510204084,0.34519572953736655,0.4166666666666667,0.4666666666666667,0.07317073170731707,0.43478260869565216,0.3766178161316855,0.30045351473922904,0.34747629197170476,0.36495121628954436,0.25,0.0,0.6666666666666666,0.6666666666666666,0.9629629629629629,0.11764705882352941,0.36363636363636365,0.1111111111111111,0.2,0.59375,0.0,0.6666666666666666,0.36363636363636365,0.2727272727272727,0.7,0.625,0.38461538461538464,0.18181818181818182,0.7241379310344828,0.7702702702702703,0.7654320987654321,0.2,0.8214285714285714,0.9326923076923077,0.625,1.0,0.6923076923076923,0.7142857142857143,0.5133021173255585,0.6725888324873096,0.666480996068152,0.6725888324873096,12.0,29.0,18.0,9.0,81.0,34.0,11.0,9.0,10.0,32.0,11.0,9.0,11.0,11.0,10.0,8.0,13.0,11.0,29.0,74.0,81.0,10.0,112.0,104.0,8.0,14.0,13.0,14.0,788.0,788.0,788.0,788.0
depth+head+lookahead,0.3,0.4,0.23008849557522126,0.7000000000000001,0.4523809523809524,0.20512820512820512,0.24242424242424246,0.16666666666666666,0.2727272727272727,0.25423728813559326,0.0,0.31578947368421056,0.5333333333333333,0.39999999999999997,0.48275862068965514,0.4516129032258065,0.30303030303030304,0.2222222222222222,0.4117647058823529,0.5096153846153847,0.6098654708520179,0.33333333333333337,0.5972222222222222,0.5555555555555556,0.5,0.6363636363636364,0.1836734693877551,0.4166666666666667,0.3816593008608075,0.4553533643673297,0.45976388545195884,0.45736477006829906,0.375,0.32608695652173914,0.1368421052631579,0.6363636363636364,0.2980392156862745,0.8,0.18181818181818182,0.3333333333333333,0.25,0.1744186046511628,0.0,0.20689655172413793,1.0,0.75,0.3684210526315789,0.30434782608695654,0.25,0.2857142857142857,0.2876712328767123,0.39552238805970147,0.4788732394366197,1.0,0.48863636363636365,0.39915966386554624,0.4166666666666667,0.4666666666666667,0.10588235294117647,0.29411764705882354,0.3932313561072401,0.3415873015873016,0.39813645409975684,0.40379944209539986,0.25,0.5172413793103449,0.7222222222222222,0.7777777777777778,0.9382716049382716,0.11764705882352941,0.36363636363636365,0.1111111111111111,0.3,0.46875,0.0,0.6666666666666666,0.36363636363636365,0.2727272727272727,0.7,0.875,0.38461538461538464,0.18181818181818182,0.7241379310344828,0.7162162162162162,0.8395061728395061,0.2,0.7678571428571429,0.9134615384615384,0.625,1.0,0.6923076923076923,0.7142857142857143,0.5429962069744921,0.682741116751269,0.6785095383719236,0.682741116751269,12.0,29.0,18.0,9.0,81.0,34.0,11.0,9.0,10.0,32.0,11.0,9.0,11.0,11.0,10.0,8.0,13.0,11.0,29.0,74.0,81.0,10.0,112.0,104.0,8.0,14.0,13.0,14.0,788.0,788.0,788.0,788.0
depth+head+lookahead+embedding,0.3157894736842105,0.39436619718309857,0.20512820512820512,0.6666666666666666,0.43454038997214484,0.20512820512820512,0.24242424242424246,0.16666666666666666,0.23529411764705882,0.24000000000000002,0.0,0.3243243243243243,0.5333333333333333,0.37499999999999994,0.48275862068965514,0.5217391304347827,0.30303030303030304,0.23529411764705885,0.4077669902912622,0.4042553191489362,0.6008968609865472,0.33333333333333337,0.5857142857142857,0.522911051212938,0.5,0.6363636363636364,0.14814814814814814,0.5263157894736842,0.37668533602259746,0.43284789644012944,0.43183184267911734,0.4386575586193472,0.42857142857142855,0.3333333333333333,0.12121212121212122,0.6666666666666666,0.2805755395683453,0.8,0.18181818181818182,0.3333333333333333,0.2857142857142857,0.16129032258064516,0.0,0.21428571428571427,1.0,0.6,0.3684210526315789,0.4,0.25,0.3333333333333333,0.28378378378378377,0.27403846153846156,0.47183098591549294,1.0,0.4880952380952381,0.36329588014981273,0.4166666666666667,0.4666666666666667,0.08421052631578947,0.4166666666666667,0.39370750674455524,0.3176959619952494,0.3607076664416114,0.3873564762496683,0.25,0.4827586206896552,0.6666666666666666,0.6666666666666666,0.9629629629629629,0.11764705882352941,0.36363636363636365,0.1111111111111111,0.2,0.46875,0.0,0.6666666666666666,0.36363636363636365,0.2727272727272727,0.7,0.75,0.38461538461538464,0.18181818181818182,0.7241379310344828,0.7702702702702703,0.8271604938271605,0.2,0.7321428571428571,0.9326923076923077,0.625,1.0,0.6153846153846154,0.7142857142857143,0.5268120539163654,0.6789340101522843,0.6740243192078055,0.6789340101522843,12.0,29.0,18.0,9.0,81.0,34.0,11.0,9.0,10.0,32.0,11.0,9.0,11.0,11.0,10.0,8.0,13.0,11.0,29.0,74.0,81.0,10.0,112.0,104.0,8.0,14.0,13.0,14.0,788.0,788.0,788.0,788.0
depth+head+lookahead+embedding10,0.3,0.4,0.22608695652173913,0.7000000000000001,0.4523809523809524,0.20512820512820512,0.24242424242424246,0.30769230769230765,0.2608695652173913,0.24793388429752064,0.0,0.31578947368421056,0.5333333333333333,0.39999999999999997,0.48275862068965514,0.43750000000000006,0.30303030303030304,0.2222222222222222,0.4158415841584159,0.5096153846153847,0.6044444444444446,0.33333333333333337,0.5993031358885018,0.553935860058309,0.5,0.6363636363636364,0.18556701030927836,0.42553191489361697,0.38575308466739294,0.4548523206751055,0.4587406647039674,0.45819787118454736,0.375,0.32608695652173914,0.13402061855670103,0.6363636363636364,0.2980392156862745,0.8,0.18181818181818182,0.5,0.23076923076923078,0.16853932584269662,0.0,0.20689655172413793,1.0,0.75,0.3684210526315789,0.2916666666666667,0.25,0.2857142857142857,0.2916666666666667,0.39552238805970147,0.4722222222222222,1.0,0.49142857142857144,0.39748953974895396,0.4166666666666667,0.4666666666666667,0.10714285714285714,0.30303030303030304,0.3980418429974192,0.3407079646017699,0.39552570263579434,0.404845955595539,0.25,0.5172413793103449,0.7222222222222222,0.7777777777777778,0.9382716049382716,0.11764705882352941,0.36363636363636365,0.2222222222222222,0.3,0.46875,0.0,0.6666666666666666,0.36363636363636365,0.2727272727272727,0.7,0.875,0.38461538461538464,0.18181818181818182,0.7241379310344828,0.7162162162162162,0.8395061728395061,0.2,0.7678571428571429,0.9134615384615384,0.625,1.0,0.6923076923076923,0.7142857142857143,0.5469644609427461,0.684010152284264,0.6800385903596912,0.684010152284264,12.0,29.0,18.0,9.0,81.0,34.0,11.0,9.0,10.0,32.0,11.0,9.0,11.0,11.0,10.0,8.0,13.0,11.0,29.0,74.0,81.0,10.0,112.0,104.0,8.0,14.0,13.0,14.0,788.0,788.0,788.0,788.0
depth+head+lookahead+embedding15,0.3,0.39473684210526316,0.2184873949579832,0.6666666666666666,0.4393063583815029,0.20512820512820512,0.24242424242424246,0.30769230769230765,0.1904761904761905,0.25210084033613445,0.0,0.31578947368421056,0.5333333333333333,0.39999999999999997,0.48275862068965514,0.3529411764705882,0.30303030303030304,0.23529411764705885,0.42000000000000004,0.5047619047619047,0.6017699115044247,0.33333333333333337,0.5833333333333334,0.553314121037464,0.5,0.6363636363636364,0.1836734693877551,0.43478260869565216,0.3782677996943268,0.4485355648535565,0.4504000756294334,0.45190939101350663,0.375,0.3191489361702128,0.12871287128712872,0.5833333333333334,0.28679245283018867,0.8,0.18181818181818182,0.5,0.18181818181818182,0.1724137931034483,0.0,0.20689655172413793,1.0,0.75,0.3684210526315789,0.23076923076923078,0.25,0.3333333333333333,0.29577464788732394,0.3897058823529412,0.4689655172413793,1.0,0.4772727272727273,0.3950617283950617,0.4166666666666667,0.4666666666666667,0.10588235294117647,0.3125,0.392748361008675,0.33458177278401996,0.38486139243019973,0.39937547227846587,0.25,0.5172413793103449,0.7222222222222222,0.7777777777777778,0.9382716049382716,0.11764705882352941,0.36363636363636365,0.2222222222222222,0.2,0.46875,0.0,0.6666666666666666,0.36363636363636365,0.2727272727272727,0.7,0.75,0.38461538461538464,0.18181818181818182,0.7241379310344828,0.7162162162162162,0.8395061728395061,0.2,0.75,0.9230769230769231,0.625,1.0,0.6923076923076923,0.7142857142857143,0.5386343981483976,0.6802030456852792,0.6744320664045435,0.6802030456852792,12.0,29.0,18.0,9.0,81.0,34.0,11.0,9.0,10.0,32.0,11.0,9.0,11.0,11.0,10.0,8.0,13.0,11.0,29.0,74.0,81.0,10.0,112.0,104.0,8.0,14.0,13.0,14.0,788.0,788.0,788.0,788.0
depth+head+lookahead+embedding20,0.3157894736842105,0.0,0.22033898305084748,0.6666666666666666,0.42424242424242425,0.20512820512820512,0.24242424242424246,0.30769230769230765,0.23529411764705882,0.2835820895522388,0.0,0.31578947368421056,0.5333333333333333,0.37499999999999994,0.48275862068965514,0.4761904761904762,0.30303030303030304,0.23529411764705885,0.3962264150943396,0.3762376237623763,0.5794392523364486,0.33333333333333337,0.5869565217391304,0.5130890052356021,0.5,0.6363636363636364,0.16494845360824742,0.5405405405405405,0.3660603434527462,0.4237978810105949,0.42281202487624503,0.4204022661123167,0.42857142857142855,0.0,0.13,0.6666666666666666,0.2730496453900709,0.8,0.18181818181818182,0.5,0.2857142857142857,0.18627450980392157,0.0,0.20689655172413793,1.0,0.6,0.3684210526315789,0.38461538461538464,0.25,0.3333333333333333,0.2727272727272727,0.24890829694323144,0.46616541353383456,1.0,0.49390243902439024,0.35251798561151076,0.4166666666666667,0.4666666666666667,0.09523809523809523,0.43478260869565216,0.3872477316205825,0.31212484993997597,0.355414785690015,0.3737513201849042,0.25,0.0,0.7222222222222222,0.6666666666666666,0.9506172839506173,0.11764705882352941,0.36363636363636365,0.2222222222222222,0.2,0.59375,0.0,0.6666666666666666,0.36363636363636365,0.2727272727272727,0.7,0.625,0.38461538461538464,0.18181818181818182,0.7241379310344828,0.7702702702702703,0.7654320987654321,0.2,0.7232142857142857,0.9423076923076923,0.625,1.0,0.6153846153846154,0.7142857142857143,0.5129020819552851,0.6598984771573604,0.6526175913790593,0.6598984771573604,12.0,29.0,18.0,9.0,81.0,34.0,11.0,9.0,10.0,32.0,11.0,9.0,11.0,11.0,10.0,8.0,13.0,11.0,29.0,74.0,81.0,10.0,112.0,104.0,8.0,14.0,13.0,14.0,788.0,788.0,788.0,788.0
depth+head+lookahead+embedding25,0.3157894736842105,0.0,0.21666666666666665,0.6666666666666666,0.41847826086956524,0.20512820512820512,0.24242424242424246,0.16666666666666666,0.23529411764705882,0.2695035460992908,0.0,0.31578947368421056,0.5333333333333333,0.37499999999999994,0.48275862068965514,0.4761904761904762,0.30303030303030304,0.23529411764705885,0.3620689655172414,0.37254901960784315,0.5794392523364486,0.33333333333333337,0.5974025974025974,0.5052083333333334,0.5,0.6363636363636364,0.13533834586466165,0.5405405405405405,0.35786636409740163,0.41568627450980394,0.41847587512725126,0.41589614093819555,0.42857142857142855,0.0,0.12745098039215685,0.6666666666666666,0.2682926829268293,0.8,0.18181818181818182,0.3333333333333333,0.2857142857142857,0.1743119266055046,0.0,0.20689655172413793,1.0,0.6,0.3684210526315789,0.38461538461538464,0.25,0.3333333333333333,0.2413793103448276,0.24568965517241378,0.46616541353383456,1.0,0.46938775510204084,0.3464285714285714,0.4166666666666667,0.4666666666666667,0.075,0.43478260869565216,0.37755687342655336,0.300794551645857,0.34784961895053634,0.3647369695664162,0.25,0.0,0.7222222222222222,0.6666666666666666,0.9506172839506173,0.11764705882352941,0.36363636363636365,0.1111111111111111,0.2,0.59375,0.0,0.6666666666666666,0.36363636363636365,0.2727272727272727,0.7,0.625,0.38461538461538464,0.18181818181818182,0.7241379310344828,0.7702702702702703,0.7654320987654321,0.2,0.8214285714285714,0.9326923076923077,0.625,1.0,0.6923076923076923,0.7142857142857143,0.5148453272021017,0.6725888324873096,0.666480996068152,0.6725888324873096,12.0,29.0,18.0,9.0,81.0,34.0,11.0,9.0,10.0,32.0,11.0,9.0,11.0,11.0,10.0,8.0,13.0,11.0,29.0,74.0,81.0,10.0,112.0,104.0,8.0,14.0,13.0,14.0,788.0,788.0,788.0,788.0
depth+head+lookahead+embedding30,0.3157894736842105,0.0,0.20168067226890754,0.6666666666666666,0.4227642276422764,0.20512820512820512,0.21052631578947367,0.16666666666666666,0.23529411764705882,0.2794117647058823,0.0,0.31578947368421056,0.5333333333333333,0.37499999999999994,0.48275862068965514,0.4761904761904762,0.30303030303030304,0.23529411764705885,0.368421052631579,0.37133550488599354,0.5821596244131455,0.33333333333333337,0.5974025974025974,0.5038961038961038,0.5,0.6363636363636364,0.1323529411764706,0.5405405405405405,0.35682606319349236,0.4153605015673982,0.41868022395545335,0.41612847553788007,0.42857142857142855,0.0,0.1188118811881188,0.6666666666666666,0.2708333333333333,0.8,0.14814814814814814,0.3333333333333333,0.2857142857142857,0.18269230769230768,0.0,0.20689655172413793,1.0,0.6,0.3684210526315789,0.38461538461538464,0.25,0.3333333333333333,0.24705882352941178,0.2446351931330472,0.4696969696969697,1.0,0.46938775510204084,0.34519572953736655,0.4166666666666667,0.4666666666666667,0.07317073170731707,0.43478260869565216,0.3766178161316855,0.30045351473922904,0.34747629197170476,0.36495121628954436,0.25,0.0,0.6666666666666666,0.6666666666666666,0.9629629629629629,0.11764705882352941,0.36363636363636365,0.1111111111111111,0.2,0.59375,0.0,0.6666666666666666,0.36363636363636365,0.2727272727272727,0.7,0.625,0.38461538461538464,0.18181818181818182,0.7241379310344828,0.7702702702702703,0.7654320987654321,0.2,0.8214285714285714,0.9326923076923077,0.625,1.0,0.6923076923076923,0.7142857142857143,0.5133021173255585,0.6725888324873096,0.666480996068152,0.6725888324873096,12.0,29.0,18.0,9.0,81.0,34.0,11.0,9.0,10.0,32.0,11.0,9.0,11.0,11.0,10.0,8.0,13.0,11.0,29.0,74.0,81.0,10.0,112.0,104.0,8.0,14.0,13.0,14.0,788.0,788.0,788.0,788.0
