epoch,loss,binary_accuracy,precision,recall,pr_auc,nothing,val_loss,val_binary_accuracy,val_precision,val_recall,val_pr_auc
0,0.20844332873821259,0.924436092376709,0.5907257795333862,0.42279940843582153,0.4052742123603821,777,0.19340947270393372,0.9207713603973389,0.6912956833839417,0.4415023922920227,0.3000905215740204
1,0.21547192335128784,0.9266917705535889,0.5981818437576294,0.4747474789619446,0.4087749123573303,777,0.18950827419757843,0.9220907092094421,0.6953788995742798,0.4572168290615082,0.3242211639881134
2,0.19842949509620667,0.9290726780891418,0.6089193820953369,0.5122655034065247,0.45643970370292664,777,0.18962055444717407,0.9221715927124023,0.6767380833625793,0.49336907267570496,0.32073912024497986
3,0.20296305418014526,0.9349624514579773,0.6653992533683777,0.5050504803657532,0.4472387135028839,777,0.1919889748096466,0.9225523471832275,0.6998749375343323,0.4575347304344177,0.3163563907146454
4,0.19454140961170197,0.9313283562660217,0.6429980397224426,0.4704184830188751,0.4532855451107025,777,0.18883851170539856,0.9226428866386414,0.7087582349777222,0.4450903832912445,0.34210777282714844
5,0.20118384063243866,0.9304510951042175,0.6197916865348816,0.5151515007019043,0.4453105330467224,777,0.19344691932201385,0.9218142032623291,0.6722451448440552,0.4962303638458252,0.3165298402309418
6,0.20577634871006012,0.9269424080848694,0.5859375,0.5411255359649658,0.44359374046325684,777,0.1970885694026947,0.9201239347457886,0.6522294282913208,0.5102189183235168,0.3316393196582794
7,0.20468398928642273,0.9268171191215515,0.5852895379066467,0.5396825671195984,0.4361084997653961,777,0.20054134726524353,0.9193000197410583,0.6449105739593506,0.5124897956848145,0.32232412695884705
8,0.20795217156410217,0.926566481590271,0.5861513614654541,0.5252525210380554,0.4130334258079529,777,0.21097643673419952,0.917738139629364,0.6416074633598328,0.48800981044769287,0.30748245120048523
9,0.21263530850410461,0.9204261302947998,0.5447530746459961,0.509379506111145,0.43150922656059265,777,0.21330058574676514,0.9173002243041992,0.6348350644111633,0.4972749650478363,0.31590625643730164
10,0.22789639234542847,0.9218045473098755,0.550512433052063,0.542568564414978,0.43821024894714355,777,0.22789259254932404,0.9134238958358765,0.6026759147644043,0.511445164680481,0.2958230674266815
11,0.23878644406795502,0.9197995066642761,0.5412130355834961,0.5021644830703735,0.3882916569709778,777,0.23279257118701935,0.9147856831550598,0.6164228916168213,0.49573075771331787,0.30709370970726013
12,0.24564966559410095,0.9206766486167908,0.5438596606254578,0.536796510219574,0.3985086977481842,777,0.2486245483160019,0.9133666157722473,0.6046282649040222,0.5019529461860657,0.2913837134838104
13,0.2593989074230194,0.9180451035499573,0.5277382731437683,0.5353535413742065,0.3745948374271393,777,0.25246986746788025,0.9141238927841187,0.6086505651473999,0.5068126320838928,0.30296286940574646
14,0.2758115828037262,0.9156640768051147,0.5138121843338013,0.536796510219574,0.40155377984046936,777,0.27126801013946533,0.9114142656326294,0.5881017446517944,0.5176673531532288,0.2981565594673157
15,0.3044751286506653,0.9120301604270935,0.4944785237312317,0.5815295577049255,0.38990163803100586,777,0.28278765082359314,0.9112048149108887,0.581903874874115,0.5438731908798218,0.298539936542511
16,0.28952938318252563,0.917543888092041,0.5256975293159485,0.5165945291519165,0.3726036250591278,777,0.29313889145851135,0.9128382205963135,0.6019097566604614,0.498137891292572,0.30264249444007874
17,0.30508628487586975,0.9166666865348816,0.5201728940010071,0.5209234952926636,0.3653257191181183,777,0.29812881350517273,0.9121522903442383,0.5968004465103149,0.4998183250427246,0.29253700375556946
18,0.3400407135486603,0.909649133682251,0.48249998688697815,0.5569985508918762,0.3574378788471222,777,0.32498636841773987,0.9088383316993713,0.5695075988769531,0.5347443222999573,0.2775040566921234
19,0.3407075107097626,0.9127819538116455,0.49802371859550476,0.5454545617103577,0.3567298352718353,777,0.33132418990135193,0.9091241359710693,0.5750844478607178,0.5103097558021545,0.2607782483100891
20,0.33716291189193726,0.9125313758850098,0.496723473072052,0.5468975305557251,0.3581959307193756,777,0.34101879596710205,0.9101571440696716,0.581636369228363,0.5098101496696472,0.28621652722358704
21,0.3646242022514343,0.9111528396606445,0.4893048107624054,0.5281385183334351,0.33928292989730835,777,0.3624556064605713,0.9080336093902588,0.5692631006240845,0.5048596858978271,0.2780013382434845
22,0.3618117570877075,0.9152882099151611,0.5115020275115967,0.5454545617103577,0.3538699448108673,777,0.3571230173110962,0.909919023513794,0.5821892619132996,0.49881914258003235,0.2813394069671631
23,0.3859420716762543,0.9120301604270935,0.49436795711517334,0.569985568523407,0.35525068640708923,777,0.3774939179420471,0.9093189239501953,0.5728916525840759,0.5309746861457825,0.273688942193985
