epoch,accuracy,categorical_accuracy,loss,val_accuracy,val_categorical_accuracy,val_loss
0,0.1934472918510437,0.1934472918510437,0.11062628030776978,0.22969315946102142,0.22969315946102142,0.22487731277942657
1,0.19736908376216888,0.19736908376216888,0.10838007926940918,0.20182067155838013,0.20182067155838013,0.24278958141803741
2,0.1986621618270874,0.1986621618270874,0.10771731287240982,0.19756774604320526,0.19756774604320526,0.23147901892662048
3,0.19921527802944183,0.19921527802944183,0.1073249876499176,0.19521282613277435,0.19521282613277435,0.22997024655342102
4,0.1985234171152115,0.1985234171152115,0.10703754425048828,0.2081473469734192,0.2081473469734192,0.22497622668743134
5,0.19822372496128082,0.19822372496128082,0.10694924741983414,0.22252292931079865,0.22252292931079865,0.228444904088974
6,0.19842536747455597,0.19842536747455597,0.10677921026945114,0.2087448537349701,0.2087448537349701,0.2268502116203308
7,0.19638124108314514,0.19638124108314514,0.10664758086204529,0.18716388940811157,0.18716388940811157,0.2305036187171936
8,0.19917643070220947,0.19917643070220947,0.10656601190567017,0.20392955839633942,0.20392955839633942,0.23492741584777832
9,0.19966110587120056,0.19966110587120056,0.10654985159635544,0.21088889241218567,0.21088889241218567,0.23305495083332062
10,0.20014576613903046,0.20014576613903046,0.10648240149021149,0.18593370914459229,0.18593370914459229,0.24343951046466827
11,0.2017514854669571,0.2017514854669571,0.10658152401447296,0.1843871921300888,0.1843871921300888,0.23758690059185028
12,0.201266810297966,0.201266810297966,0.10649097710847855,0.21978138387203217,0.21978138387203217,0.22530417144298553
13,0.20093198120594025,0.20093198120594025,0.10622232407331467,0.20347264409065247,0.20347264409065247,0.22891129553318024
14,0.20083948969841003,0.20083948969841003,0.10632912069559097,0.18821834027767181,0.18821834027767181,0.23396320641040802
0,0.20729006826877594,0.20729006826877594,0.10592617094516754,0.20118801295757294,0.20118801295757294,0.23176778852939606
1,0.21452131867408752,0.21452131867408752,0.10354799032211304,0.22340163588523865,0.22340163588523865,0.22219857573509216
2,0.21528346836566925,0.21528346836566925,0.10267825424671173,0.23640646040439606,0.23640646040439606,0.22373990714550018
3,0.21566084027290344,0.21566084027290344,0.10181015729904175,0.20224244892597198,0.20224244892597198,0.22939719259738922
4,0.21544626355171204,0.21544626355171204,0.10192899405956268,0.208709716796875,0.208709716796875,0.22989121079444885
5,0.21666903793811798,0.21666903793811798,0.10152243822813034,0.20621418952941895,0.20621418952941895,0.22854940593242645
6,0.21572189033031464,0.21572189033031464,0.1011425256729126,0.21359530091285706,0.21359530091285706,0.22669236361980438
7,0.21807126700878143,0.21807126700878143,0.10099747031927109,0.22807633876800537,0.22807633876800537,0.22309476137161255
8,0.2171703577041626,0.2171703577041626,0.10084987431764603,0.22217145562171936,0.22217145562171936,0.22812166810035706
9,0.21749964356422424,0.21749964356422424,0.10053747147321701,0.21271659433841705,0.21271659433841705,0.2306102067232132
10,0.2168891727924347,0.2168891727924347,0.1002144068479538,0.2173210084438324,0.2173210084438324,0.22727014124393463
11,0.21551655232906342,0.21551655232906342,0.10016781091690063,0.2270921915769577,0.2270921915769577,0.2241690456867218
12,0.21581624448299408,0.21581624448299408,0.10038000345230103,0.2244560867547989,0.2244560867547989,0.22894299030303955
13,0.21622692048549652,0.21622692048549652,0.1000349149107933,0.22136303782463074,0.22136303782463074,0.22483046352863312
14,0.21763469278812408,0.21763469278812408,0.0999247282743454,0.22491300106048584,0.22491300106048584,0.217914417386055
