epoch,binary_accuracy,loss,pr_auc,precision,recall,roc_auc,val_binary_accuracy,val_loss,val_pr_auc,val_precision,val_recall,val_roc_auc
21,0.8050938248634338,0.6537405848503113,0.345688134431839,0.3098212480545044,0.7222298979759216,0.8735321760177612,0.8065797686576843,1.103885293006897,0.31982237100601196,0.30849790573120117,0.7045091390609741,0.8263897895812988
22,0.8057348132133484,0.648992121219635,0.3465866148471832,0.3107903301715851,0.7231094837188721,0.874556839466095,0.7831289768218994,1.0739127397537231,0.3052954375743866,0.28506356477737427,0.7307426333427429,0.826583206653595
23,0.8076239228248596,0.6429406404495239,0.3472495973110199,0.3131439983844757,0.7224308848381042,0.875996470451355,0.8043820261955261,1.0990933179855347,0.3236951231956482,0.30645033717155457,0.7092952132225037,0.8293553590774536
24,0.8119615912437439,0.6265273690223694,0.3532808721065521,0.3193298280239105,0.7248375415802002,0.8791719079017639,0.7779242992401123,1.1690860986709595,0.30124765634536743,0.27273520827293396,0.6914801597595215,0.8131774067878723
25,0.8090661764144897,0.6353668570518494,0.34909650683403015,0.3152114450931549,0.723440408706665,0.8776583075523376,0.7907143235206604,1.1062343120574951,0.30629876255989075,0.28756704926490784,0.6960815787315369,0.8229719996452332
26,0.8144292831420898,0.6164495348930359,0.3576481342315674,0.3228550851345062,0.7256336808204651,0.8811734318733215,0.8154188394546509,1.1928725242614746,0.3245519697666168,0.32151514291763306,0.7106290459632874,0.8282919526100159
27,0.8152727484703064,0.6138597130775452,0.35736313462257385,0.3240102231502533,0.7255220413208008,0.8817459940910339,0.813348650932312,1.3183820247650146,0.32670751214027405,0.3217052221298218,0.729907214641571,0.8242765069007874
28,0.81795734167099,0.6028997302055359,0.3604377210140228,0.32803040742874146,0.7269078493118286,0.883823812007904,0.8112227320671082,1.2871886491775513,0.3160150647163391,0.3151889741420746,0.707476794719696,0.8228577375411987
29,0.8183833956718445,0.60057532787323,0.36184385418891907,0.3285864293575287,0.7265498042106628,0.8844464421272278,0.8152581453323364,1.304610013961792,0.32078203558921814,0.319938600063324,0.7023307085037231,0.8251397013664246
30,0.8210985064506531,0.591289222240448,0.36654773354530334,0.33284875750541687,0.728554904460907,0.8861308097839355,0.8182436227798462,1.408996343612671,0.3264853060245514,0.3270273208618164,0.7199612259864807,0.8198032975196838
31,0.8208457231521606,0.5910506844520569,0.364705353975296,0.3324219882488251,0.7281914353370667,0.8863100409507751,0.8239194750785828,1.3597664833068848,0.3212333023548126,0.33307528495788574,0.7049614787101746,0.8225275278091431
32,0.821677565574646,0.5879324078559875,0.36773476004600525,0.3336143493652344,0.7279815077781677,0.8868574500083923,0.8211588263511658,1.3502339124679565,0.31748124957084656,0.3254373371601105,0.6835971474647522,0.8208261728286743
33,0.8231421709060669,0.5823237299919128,0.3687640130519867,0.3358760476112366,0.7285060286521912,0.8878017067909241,0.8150454759597778,1.3558446168899536,0.3258177936077118,0.32386401295661926,0.7286887764930725,0.8233565092086792
34,0.8247858285903931,0.5763091444969177,0.37195658683776855,0.3385499119758606,0.7297747731208801,0.888931155204773,0.8091761469841003,1.3428456783294678,0.31265273690223694,0.3154068887233734,0.7257488369941711,0.8248876929283142
35,0.8257699012756348,0.57270747423172,0.3739910125732422,0.34010326862335205,0.730137288570404,0.889581024646759,0.8164910078048706,1.3948297500610352,0.31916338205337524,0.3245566487312317,0.7201781272888184,0.8207984566688538
36,0.8279730081558228,0.565302848815918,0.3810215890407562,0.34368258714675903,0.7312623262405396,0.8909883499145508,0.8239991664886475,1.4707560539245605,0.3252941071987152,0.33391109108924866,0.7095121741294861,0.8207392692565918
37,0.8282495737075806,0.5640223026275635,0.37756770849227905,0.3440837860107422,0.7310385704040527,0.8911530375480652,0.8293091654777527,1.5081161260604858,0.32132086157798767,0.34183746576309204,0.7071399092674255,0.8186713457107544
38,0.8304734826087952,0.5563660860061646,0.3848114013671875,0.3477720022201538,0.7321888208389282,0.8925008177757263,0.8156740069389343,1.469836711883545,0.32001903653144836,0.3252573609352112,0.7319979667663574,0.8207141160964966
39,0.8298783898353577,0.5584205389022827,0.38178083300590515,0.3466876447200775,0.7312593460083008,0.8921184539794922,0.8029952645301819,1.377909779548645,0.3091264069080353,0.3078402280807495,0.7284349203109741,0.8184553980827332
40,0.8312638401985168,0.552299439907074,0.38455089926719666,0.3491377830505371,0.7328673601150513,0.8932332396507263,0.8264741897583008,1.5747276544570923,0.3173436224460602,0.33923783898353577,0.7194027900695801,0.8185356259346008
41,0.8316544890403748,0.5521636009216309,0.38698434829711914,0.34963148832321167,0.7319216132164001,0.8933252692222595,0.8265128135681152,1.4909133911132812,0.3238256275653839,0.3379686772823334,0.7107075452804565,0.8194789886474609
42,0.8325960636138916,0.5493875741958618,0.38741448521614075,0.35117578506469727,0.7320095300674438,0.8938159942626953,0.8242775797843933,1.4206799268722534,0.3173099160194397,0.33232221007347107,0.6967692971229553,0.8197322487831116
43,0.8348677754402161,0.5409978628158569,0.3935356140136719,0.3551158010959625,0.7334229946136475,0.8951218724250793,0.8254198431968689,1.5629048347473145,0.316741406917572,0.3362562358379364,0.7105921506881714,0.8162484765052795
44,0.8355540037155151,0.5380762219429016,0.3953171372413635,0.3562160134315491,0.7330999970436096,0.8954371809959412,0.8213353753089905,1.5210644006729126,0.31866952776908875,0.3313229978084564,0.7185627818107605,0.8187708258628845
45,0.8346164226531982,0.5423538684844971,0.39247846603393555,0.354582279920578,0.7326021790504456,0.8951298594474792,0.8312921524047852,1.568146824836731,0.3190087378025055,0.3465169072151184,0.7169751524925232,0.8190841674804688
46,0.8378505110740662,0.5312498807907104,0.39984968304634094,0.3603457808494568,0.734846293926239,0.8968175649642944,0.8339303135871887,1.57913076877594,0.3274329602718353,0.35019418597221375,0.7124844193458557,0.8208796381950378
47,0.8388366103172302,0.527128279209137,0.4040989577770233,0.3621077537536621,0.7353397011756897,0.8976482152938843,0.8330056667327881,1.747706651687622,0.31799396872520447,0.34832924604415894,0.7102736830711365,0.810975968837738
48,0.8375211358070374,0.5330871939659119,0.3993445932865143,0.35964342951774597,0.7338200807571411,0.8968445062637329,0.841593861579895,1.6774466037750244,0.320599228143692,0.3615719974040985,0.6990954279899597,0.8174448609352112
49,0.838141679763794,0.531546950340271,0.4019531309604645,0.3607831299304962,0.7343741655349731,0.8971797227859497,0.8291023969650269,1.5799511671066284,0.32076963782310486,0.3438868820667267,0.7229242920875549,0.8170005679130554
50,0.8410415053367615,0.5200923681259155,0.4063940644264221,0.3658718168735504,0.7347129583358765,0.8986440300941467,0.832390546798706,1.6801114082336426,0.321380615234375,0.3480188846588135,0.7150136232376099,0.8155524134635925
51,0.8396226167678833,0.5237255096435547,0.4067924916744232,0.36355510354042053,0.7359580397605896,0.8981921076774597,0.83476322889328,1.6855725049972534,0.324178546667099,0.35409337282180786,0.7298749089241028,0.8164844512939453
52,0.841328501701355,0.5198036432266235,0.4082547128200531,0.36656033992767334,0.7360745668411255,0.8988308310508728,0.831940233707428,1.6332474946975708,0.3187119662761688,0.34751683473587036,0.7166013121604919,0.8173909187316895
53,0.8418766856193542,0.5166705250740051,0.41381388902664185,0.36766374111175537,0.7370889782905579,0.899255633354187,0.8405951261520386,1.7079321146011353,0.3241308629512787,0.3593341112136841,0.6960769891738892,0.8158713579177856
54,0.8415757417678833,0.5178594589233398,0.40953367948532104,0.3670099377632141,0.7361787557601929,0.8990770578384399,0.8262145519256592,1.5676828622817993,0.32051604986190796,0.341073215007782,0.7343471646308899,0.8190528750419617
55,0.8430209159851074,0.5125268697738647,0.41550716757774353,0.3697699010372162,0.7375843524932861,0.8999300599098206,0.8335319757461548,1.7744598388671875,0.31722569465637207,0.3514591157436371,0.7257119417190552,0.812812864780426
56,0.8451092839241028,0.5055130124092102,0.42268678545951843,0.3736388385295868,0.7382268905639648,0.9011096954345703,0.8333127498626709,1.7279890775680542,0.31605395674705505,0.3502499461174011,0.7198688983917236,0.8151260614395142
57,0.8454695343971252,0.5036576986312866,0.42622408270835876,0.3744352161884308,0.7392886877059937,0.901530921459198,0.8472957611083984,1.9125416278839111,0.321978360414505,0.37349700927734375,0.7086445093154907,0.8106701970100403
58,0.8425725102424622,0.5163098573684692,0.4106051027774811,0.36890020966529846,0.7370790839195251,0.8999680280685425,0.8343102335929871,1.662776231765747,0.32223281264305115,0.3506444990634918,0.7112336754798889,0.8152796030044556
59,0.8459936380386353,0.5007773041725159,0.42527252435684204,0.3753919303417206,0.7392274737358093,0.9019342660903931,0.8515259623527527,2.017308235168457,0.32651135325431824,0.3802536725997925,0.69707852602005,0.8069151639938354
60,0.8446561694145203,0.5081831216812134,0.41893270611763,0.3726809620857239,0.7371981143951416,0.9011516571044922,0.8457472324371338,2.0133042335510254,0.31809183955192566,0.3696790039539337,0.7021461129188538,0.8062008619308472
61,0.8478400707244873,0.4969033896923065,0.43083152174949646,0.37888404726982117,0.7396635413169861,0.9026603698730469,0.8314420580863953,1.712457537651062,0.3061542809009552,0.3492605686187744,0.7341210246086121,0.8145465850830078
62,0.8476688265800476,0.49605679512023926,0.430300235748291,0.37877851724624634,0.7413985133171082,0.9028761982917786,0.8374415040016174,1.7912232875823975,0.32055869698524475,0.3569995164871216,0.7184197306632996,0.8133317232131958
63,0.846322774887085,0.5008299350738525,0.42659977078437805,0.37604326009750366,0.7395820617675781,0.9021005630493164,0.8404929637908936,1.9023354053497314,0.32374343276023865,0.3629947304725647,0.7232704162597656,0.8098393678665161
64,0.8465036749839783,0.503196656703949,0.4247893989086151,0.3763897716999054,0.7396655082702637,0.9021230936050415,0.8337099552154541,1.6777551174163818,0.32087042927742004,0.35151588916778564,0.7240688800811768,0.8160538077354431
65,0.8467859029769897,0.49970942735671997,0.42520323395729065,0.3769419491291046,0.7398917078971863,0.9026598334312439,0.8366636633872986,1.7347311973571777,0.3175691068172455,0.3534594476222992,0.7032076716423035,0.8138671517372131
66,0.849205732345581,0.48894402384757996,0.4370822012424469,0.3817361295223236,0.7418716549873352,0.9039098620414734,0.8477121591567993,1.8611403703689575,0.3281898498535156,0.3727576434612274,0.6972169876098633,0.814550518989563
67,0.8493061661720276,0.4901750087738037,0.43469470739364624,0.38184723258018494,0.7412004470825195,0.9039936661720276,0.8466717600822449,1.903344988822937,0.3264632225036621,0.37145060300827026,0.702284574508667,0.8130412101745605
68,0.8498005270957947,0.4887949228286743,0.4365524649620056,0.3827851414680481,0.7411757707595825,0.9043003916740417,0.8378472924232483,1.9315952062606812,0.327151358127594,0.3600394129753113,0.7352102398872375,0.8121066689491272
69,0.8494963645935059,0.49042344093322754,0.4377916753292084,0.3821829557418823,0.7409564852714539,0.9042237401008606,0.836725652217865,1.8238283395767212,0.32216063141822815,0.35807669162750244,0.7348133325576782,0.8130540251731873
70,0.8492618799209595,0.49132004380226135,0.4368681311607361,0.3818208873271942,0.741699755191803,0.9041231870651245,0.8523753881454468,2.068753242492676,0.3285476267337799,0.38403087854385376,0.713292121887207,0.8093185424804688
71,0.8491215109825134,0.49134039878845215,0.4340708553791046,0.38141849637031555,0.7405762076377869,0.903957724571228,0.8479362726211548,1.8959424495697021,0.324579656124115,0.3735269606113434,0.6997092366218567,0.8116995692253113
72,0.8510961532592773,0.4844627380371094,0.4432947337627411,0.38545000553131104,0.7425971031188965,0.9049340486526489,0.848673403263092,1.9322668313980103,0.31451472640037537,0.36296120285987854,0.61802738904953,0.8082524538040161
73,0.8503940105438232,0.486070454120636,0.4409395754337311,0.38402843475341797,0.742020308971405,0.9047712087631226,0.8555372953414917,2.074883222579956,0.3299514949321747,0.38945287466049194,0.7048599123954773,0.808310329914093
74,0.8510655164718628,0.4856284260749817,0.44005802273750305,0.3853152394294739,0.7419471740722656,0.9048542380332947,0.8396617770195007,1.9214528799057007,0.31779441237449646,0.3613055944442749,0.7216273546218872,0.8097488284111023
75,0.8521389961242676,0.4807340204715729,0.445691853761673,0.38751235604286194,0.7428489923477173,0.9055913090705872,0.8324295282363892,1.8072099685668945,0.3129757046699524,0.3463304340839386,0.7032999396324158,0.8127831220626831
76,0.8512911796569824,0.4846009910106659,0.4424237906932831,0.38584911823272705,0.7427314519882202,0.9053149819374084,0.8504979014396667,1.9022551774978638,0.32368597388267517,0.3793478012084961,0.7058614492416382,0.8118177056312561
77,0.8505032062530518,0.4877605736255646,0.4390294849872589,0.38421863317489624,0.741848886013031,0.9049097895622253,0.8459317684173584,1.8988621234893799,0.3261440098285675,0.3706075847148895,0.7063968181610107,0.8126980066299438
78,0.8518790006637573,0.480135977268219,0.44666630029678345,0.3871285319328308,0.7438979744911194,0.9059087038040161,0.8494613766670227,2.00687313079834,0.32251498103141785,0.3786625862121582,0.7162781953811646,0.811097264289856
79,0.85373455286026,0.47499480843544006,0.4534502923488617,0.39087194204330444,0.7447187900543213,0.9066389203071594,0.8468629121780396,2.0192148685455322,0.3244688808917999,0.37227863073349,0.7057091593742371,0.8087653517723083
80,0.8525972366333008,0.4795900583267212,0.4477424919605255,0.3885182738304138,0.7437927722930908,0.9061099290847778,0.8449270725250244,1.8897932767868042,0.31610727310180664,0.3695211410522461,0.71224445104599,0.8113883137702942
81,0.8551849126815796,0.46968963742256165,0.4605523645877838,0.3938198685646057,0.745112419128418,0.907637894153595,0.8401603102684021,2.036699056625366,0.31536006927490234,0.35813596844673157,0.6932154893875122,0.8058049082756042
82,0.8532694578170776,0.47727468609809875,0.45063838362693787,0.38988208770751953,0.7441587448120117,0.9067622423171997,0.8441942930221558,2.058004379272461,0.320895254611969,0.3690698742866516,0.7189273834228516,0.8066087961196899
83,0.8554131388664246,0.4685237407684326,0.46043041348457336,0.3943735957145691,0.7459559440612793,0.9078534245491028,0.8446455001831055,2.0208001136779785,0.323177307844162,0.36976537108421326,0.7179304957389832,0.8093013763427734
84,0.8541317582130432,0.47374215722084045,0.45498141646385193,0.3916616439819336,0.7446906566619873,0.9072598218917847,0.8320047855377197,2.0535879135131836,0.32099756598472595,0.35143643617630005,0.7430608868598938,0.8033736348152161
85,0.8539853692054749,0.474165141582489,0.4540771543979645,0.3913905620574951,0.7448797821998596,0.9071074724197388,0.8565773963928223,2.145595073699951,0.3247412145137787,0.38993388414382935,0.690967857837677,0.8047652840614319
86,0.8556204438209534,0.4674708843231201,0.4645938575267792,0.3948885202407837,0.7468364834785461,0.9080498814582825,0.8524574041366577,2.2163286209106445,0.33104175329208374,0.3841676414012909,0.7130798101425171,0.8038524985313416
87,0.8544060587882996,0.4722632169723511,0.45864638686180115,0.392241507768631,0.7449761033058167,0.9073918461799622,0.8530117869377136,2.127790927886963,0.33014965057373047,0.384398877620697,0.7060045003890991,0.8065146803855896
88,0.85763019323349,0.4600290060043335,0.47440651059150696,0.39911893010139465,0.7479733824729919,0.9091242551803589,0.8561109304428101,2.3690125942230225,0.3337310254573822,0.3923100233078003,0.7187473773956299,0.7995244264602661
89,0.8559160828590393,0.4678378701210022,0.45890143513679504,0.39545774459838867,0.746530294418335,0.9083066582679749,0.8439062237739563,2.1722779273986816,0.31728270649909973,0.37135130167007446,0.7402362823486328,0.8034165501594543
90,0.8570505380630493,0.46293964982032776,0.4657585918903351,0.39793774485588074,0.7480701804161072,0.9090692400932312,0.8551730513572693,2.198963165283203,0.3248622715473175,0.388979434967041,0.7071860432624817,0.8051379323005676
91,0.8563753366470337,0.4678930342197418,0.4636305868625641,0.3964097499847412,0.74672931432724,0.9085869789123535,0.8511595726013184,2.22129487991333,0.32727453112602234,0.3822411894798279,0.7183089256286621,0.8038323521614075
92,0.8558465242385864,0.4673815071582794,0.46089988946914673,0.39531809091567993,0.7465727925300598,0.9083842039108276,0.847594678401947,2.0802161693573,0.32047945261001587,0.37459272146224976,0.7126044034957886,0.8055484890937805
93,0.8546733856201172,0.47252482175827026,0.457107812166214,0.3928053081035614,0.7452492117881775,0.907715916633606,0.8474978804588318,2.102672815322876,0.3268584907054901,0.3745257556438446,0.7134951949119568,0.8071309328079224
94,0.857811689376831,0.4597145617008209,0.4727863669395447,0.3994176387786865,0.7472938299179077,0.909150242805481,0.8541275262832642,2.3388075828552246,0.330639511346817,0.387675940990448,0.7141274809837341,0.801602303981781
95,0.8575857877731323,0.4612617790699005,0.47117048501968384,0.3989544212818146,0.7472795248031616,0.9093394875526428,0.8519631624221802,2.305962562561035,0.32591888308525085,0.3821433484554291,0.7049061059951782,0.8024605512619019
96,0.8567936420440674,0.46505871415138245,0.46514925360679626,0.39726436138153076,0.7467219233512878,0.9089400172233582,0.8408133387565613,1.9116077423095703,0.2978847324848175,0.35627371072769165,0.6728388667106628,0.8071578145027161
97,0.8580687642097473,0.45885616540908813,0.47110286355018616,0.40004873275756836,0.748197615146637,0.9096739888191223,0.850749135017395,2.2556419372558594,0.3284509778022766,0.3806992173194885,0.7125121355056763,0.8025633096694946
98,0.8582144379615784,0.45860549807548523,0.4749147593975067,0.40034791827201843,0.7481848001480103,0.9098377823829651,0.8476316332817078,1.9755462408065796,0.30574291944503784,0.3671201169490814,0.6586236953735352,0.8076142072677612
99,0.858337938785553,0.4587109386920929,0.4741209149360657,0.40061068534851074,0.7482563853263855,0.9100924730300903,0.8531028628349304,2.3043413162231445,0.3284758925437927,0.3851325511932373,0.7103844285011292,0.799110472202301
