epoch,binary_accuracy,fn,fp,loss,pr_auc,precision,recall,roc_auc,tn,tp,val_binary_accuracy,val_fn,val_fp,val_loss,val_pr_auc,val_precision,val_recall,val_roc_auc,val_tn,val_tp
0,0.9295669198036194,963305.0,364712.0,0.17028403282165527,0.22685833275318146,0.6613061428070068,0.42503395676612854,0.6980483531951904,16807880.0,712107.0,0.9364306330680847,62473.0,36059.0,0.1549423635005951,0.22432096302509308,0.6141771674156189,0.47884446382522583,0.7169392704963684,1394067.0,57401.0
1,0.9310840964317322,941607.0,357784.0,0.1666693091392517,0.24387146532535553,0.6722356081008911,0.43798479437828064,0.7146750688552856,16814802.0,733805.0,0.9381174445152283,66198.0,29719.0,0.152675598859787,0.226732537150383,0.6436356902122498,0.4477701485157013,0.7079513072967529,1400407.0,53676.0
2,0.9315084218978882,936007.0,355417.0,0.16569721698760986,0.24894979596138,0.6753655076026917,0.4413272738456726,0.717768132686615,16817170.0,739405.0,0.9365326762199402,64015.0,34360.0,0.15403346717357635,0.22913892567157745,0.6191489696502686,0.4659809470176697,0.7097656726837158,1395766.0,55859.0
3,0.931747555732727,931135.0,355684.0,0.16509687900543213,0.25264063477516174,0.6766394376754761,0.4442352056503296,0.7204610705375671,16816906.0,744277.0,0.9386281967163086,68991.0,26136.0,0.15249592065811157,0.22993479669094086,0.66065514087677,0.4244706928730011,0.7123501300811768,1403990.0,50883.0
4,0.9319071769714355,928523.0,355305.0,0.1646636426448822,0.25490802526474,0.6776384115219116,0.4457942247390747,0.7215087413787842,16817284.0,746889.0,0.9351911544799805,61228.0,39226.0,0.15559205412864685,0.23146915435791016,0.5992112159729004,0.48923036456108093,0.7220796942710876,1390900.0,58646.0
5,0.932096540927887,925524.0,354785.0,0.16431276500225067,0.25703853368759155,0.6788325309753418,0.44758424162864685,0.7256556749343872,16817796.0,749888.0,0.9369269013404846,62964.0,34799.0,0.15319007635116577,0.2325926125049591,0.6205497980117798,0.47474849224090576,0.7163903713226318,1395327.0,56910.0
6,0.9322348833084106,924038.0,353550.0,0.1640259027481079,0.25840720534324646,0.6800232529640198,0.44847118854522705,0.7261680960655212,16819048.0,751374.0,0.9366776347160339,62643.0,35507.0,0.15476194024085999,0.23471176624298096,0.6171256899833679,0.47742629051208496,0.7195725440979004,1394619.0,57231.0
7,0.9322944283485413,922061.0,354493.0,0.16383427381515503,0.2592260539531708,0.6800154447555542,0.44965118169784546,0.7279027104377747,16818100.0,753351.0,0.9371985793113708,61232.0,36111.0,0.15321412682533264,0.23078899085521698,0.6188933253288269,0.4891969859600067,0.712392270565033,1394015.0,58642.0
8,0.9324150085449219,921167.0,353052.0,0.16374117136001587,0.2610014081001282,0.681158721446991,0.45018479228019714,0.7304513454437256,16819540.0,754245.0,0.9374492764472961,64990.0,31962.0,0.1532520204782486,0.23450157046318054,0.6319692134857178,0.4578474164009094,0.7164930105209351,1398164.0,54884.0
9,0.9324811697006226,920253.0,352762.0,0.16346627473831177,0.26162707805633545,0.681600034236908,0.4507303237915039,0.730187714099884,16819828.0,755159.0,0.936538577079773,61513.0,36853.0,0.15358057618141174,0.23350907862186432,0.612945556640625,0.48685285449028015,0.724127471446991,1393273.0,58361.0
10,0.9325897693634033,918871.0,352044.0,0.16333608329296112,0.26250845193862915,0.6824384331703186,0.45155519247055054,0.7312043905258179,16820544.0,756541.0,0.9367374777793884,62404.0,35652.0,0.15371085703372955,0.23413319885730743,0.6171473860740662,0.4794200658798218,0.7196997404098511,1394474.0,57470.0
11,0.9326041340827942,919932.0,350729.0,0.1632649004459381,0.2630341351032257,0.6829450726509094,0.4509219229221344,0.7310978770256042,16821860.0,755480.0,0.937605619430542,63271.0,33441.0,0.15331724286079407,0.2327001988887787,0.6286149024963379,0.47218745946884155,0.7235048413276672,1396685.0,56603.0
12,0.9326468110084534,918770.0,351105.0,0.1631339192390442,0.26348209381103516,0.6830458641052246,0.45161548256874084,0.7317309379577637,16821476.0,756642.0,0.9362415671348572,63315.0,35509.0,0.1543480008840561,0.23157991468906403,0.6143176555633545,0.4718204140663147,0.7122064232826233,1394617.0,56559.0
13,0.932674765586853,918628.0,350673.0,0.16291071474552155,0.2633749842643738,0.6833529472351074,0.45170024037361145,0.7317624688148499,16821916.0,756784.0,0.9362143874168396,62147.0,36720.0,0.15559695661067963,0.23261959850788116,0.6112105250358582,0.4815639853477478,0.7240675091743469,1393406.0,57727.0
14,0.9327152371406555,917838.0,350745.0,0.16292397677898407,0.26430362462997437,0.6835342645645142,0.45217177271842957,0.7305253148078918,16821838.0,757574.0,0.9359710216522217,64968.0,34276.0,0.1547481119632721,0.23257943987846375,0.6156623363494873,0.45803093910217285,0.7219191789627075,1395850.0,54906.0
