epoch,accuracy,categorical_accuracy,loss,val_accuracy,val_categorical_accuracy,val_loss
0,0.2087237387895584,0.2087237387895584,0.10559892654418945,0.21985167264938354,0.21985167264938354,0.2268684059381485
1,0.21437516808509827,0.21437516808509827,0.10288779437541962,0.19169799983501434,0.19169799983501434,0.22895395755767822
2,0.21392379701137543,0.21392379701137543,0.10508950799703598,0.23120452463626862,0.23120452463626862,0.22311587631702423
3,0.21465450525283813,0.21465450525283813,0.10171835869550705,0.21331411600112915,0.21331411600112915,0.21969683468341827
4,0.21423272788524628,0.21423272788524628,0.10097696632146835,0.21032652258872986,0.21032652258872986,0.22419187426567078
5,0.21613997220993042,0.21613997220993042,0.10223527997732162,0.19085444509983063,0.19085444509983063,0.22894126176834106
6,0.21622136235237122,0.21622136235237122,0.10122863203287125,0.2128923386335373,0.2128923386335373,0.22820590436458588
7,0.21572373807430267,0.21572373807430267,0.10260887444019318,0.20449192821979523,0.20449192821979523,0.23245999217033386
8,0.21489869058132172,0.21489869058132172,0.1008850485086441,0.20776070654392242,0.20776070654392242,0.22887268662452698
9,0.21581993997097015,0.21581993997097015,0.10041610151529312,0.21074829995632172,0.21074829995632172,0.22416181862354279
10,0.21575334668159485,0.21575334668159485,0.10233961790800095,0.2181997150182724,0.2181997150182724,0.22705507278442383
11,0.2148931473493576,0.2148931473493576,0.10115102678537369,0.21595023572444916,0.21595023572444916,0.22635112702846527
12,0.21553321182727814,0.21553321182727814,0.10030556470155716,0.2203086018562317,0.2203086018562317,0.22613389790058136
13,0.21714076399803162,0.21714076399803162,0.10771775245666504,0.21682892739772797,0.21682892739772797,0.22614368796348572
14,0.21645259857177734,0.21645259857177734,0.10323542356491089,0.2072334885597229,0.2072334885597229,0.2257729321718216
