epoch,accuracy,categorical_accuracy,loss,val_accuracy,val_categorical_accuracy,val_loss
0,0.26755550503730774,0.26755550503730774,0.08232135325670242,0.2713262140750885,0.2713262140750885,0.37405723333358765
1,0.274114727973938,0.274114727973938,0.08130458742380142,0.29188722372055054,0.29188722372055054,0.36031147837638855
2,0.2756972014904022,0.2756972014904022,0.08094985038042068,0.27489107847213745,0.27489107847213745,0.36709973216056824
3,0.2762221395969391,0.2762221395969391,0.08078830689191818,0.2728385627269745,0.2728385627269745,0.36543571949005127
4,0.27934351563453674,0.27934351563453674,0.08056021481752396,0.28738611936569214,0.28738611936569214,0.3628404140472412
5,0.2799651324748993,0.2799651324748993,0.08055175840854645,0.27863597869873047,0.27863597869873047,0.36810484528541565
6,0.28008073568344116,0.28008073568344116,0.08042160421609879,0.2693096995353699,0.2693096995353699,0.3691289722919464
7,0.28177502751350403,0.28177502751350403,0.08039058744907379,0.28929460048675537,0.28929460048675537,0.35893514752388
8,0.2807535231113434,0.2807535231113434,0.08031207323074341,0.2802923917770386,0.2802923917770386,0.3690683841705322
9,0.2816840410232544,0.2816840410232544,0.08027459681034088,0.2815167009830475,0.2815167009830475,0.36526069045066833
10,0.2813960015773773,0.2813960015773773,0.0801721066236496,0.2930755019187927,0.2930755019187927,0.3649076223373413
11,0.2827131450176239,0.2827131450176239,0.08021906018257141,0.29048287868499756,0.29048287868499756,0.366666316986084
12,0.28318125009536743,0.28318125009536743,0.08014488965272903,0.2792121171951294,0.2792121171951294,0.3668503761291504
13,0.28373652696609497,0.28373652696609497,0.0801096186041832,0.2893306016921997,0.2893306016921997,0.362774521112442
14,0.2843012809753418,0.2843012809753418,0.08012022823095322,0.29462388157844543,0.29462388157844543,0.3593531847000122
