epoch,binary_accuracy,loss,pr_auc,precision,recall,val_binary_accuracy,val_loss,val_pr_auc,val_precision,val_recall
0,0.9365671873092651,0.1565987467765808,0.1991744339466095,0.6536336541175842,0.387568861246109,0.9385491609573364,0.15166158974170685,0.22800925374031067,0.6760210990905762,0.39447253942489624
1,0.9385920763015747,0.1512598693370819,0.22790466248989105,0.6748988032341003,0.4018830955028534,0.9392532110214233,0.1499650925397873,0.23718242347240448,0.6862398386001587,0.3952316641807556
2,0.9392011761665344,0.1498413383960724,0.23540343344211578,0.6807556748390198,0.40703028440475464,0.9394461512565613,0.14945149421691895,0.24082234501838684,0.6814579963684082,0.40751954913139343
3,0.9395159482955933,0.14901907742023468,0.24104884266853333,0.6837292909622192,0.40972042083740234,0.9396625757217407,0.14875666797161102,0.24206843972206116,0.6794465184211731,0.41616198420524597
4,0.9397439956665039,0.14841236174106598,0.24507151544094086,0.685749888420105,0.4119136929512024,0.9396876692771912,0.14878182113170624,0.244256392121315,0.6744585633277893,0.4255468249320984
5,0.9399049878120422,0.14797350764274597,0.2478448897600174,0.6869204044342041,0.4138448238372803,0.9396406412124634,0.14883840084075928,0.24361608922481537,0.673615574836731,0.42589718103408813
6,0.9400818943977356,0.14753657579421997,0.2507093548774719,0.6880817413330078,0.41615793108940125,0.9398833513259888,0.1485515534877777,0.24809840321540833,0.6774021983146667,0.42513805627822876
7,0.9402278661727905,0.14719901978969574,0.25355106592178345,0.689353346824646,0.4175407588481903,0.9398530721664429,0.14848336577415466,0.24796293675899506,0.6787506341934204,0.42202645540237427
8,0.9402949213981628,0.1468701958656311,0.2566867768764496,0.689741849899292,0.41851699352264404,0.9401309490203857,0.14820466935634613,0.25114208459854126,0.6838245987892151,0.4201328158378601
9,0.9404417872428894,0.14659565687179565,0.2583650052547455,0.6907057762145996,0.4204043745994568,0.9401201605796814,0.14841115474700928,0.248893141746521,0.6913601160049438,0.40779486298561096
10,0.9405761361122131,0.14632755517959595,0.26045355200767517,0.6920563578605652,0.42135709524154663,0.9399532675743103,0.14824286103248596,0.2476317435503006,0.6867110729217529,0.4111650586128235
11,0.940632164478302,0.14610059559345245,0.2622525095939636,0.6924448609352112,0.4220559000968933,0.940078854560852,0.14822643995285034,0.24797308444976807,0.6900430917739868,0.40885430574417114
12,0.9407146573066711,0.1458844542503357,0.26261892914772034,0.692803680896759,0.42339110374450684,0.9401074051856995,0.14805932343006134,0.2480514943599701,0.6850019693374634,0.4176218509674072
13,0.9407916069030762,0.1456926465034485,0.26455268263816833,0.6933478116989136,0.42432084679603577,0.9399650692939758,0.14829719066619873,0.25097352266311646,0.6780734658241272,0.4259722828865051
14,0.9408379793167114,0.14553026854991913,0.26658716797828674,0.6938179135322571,0.42465901374816895,0.9400849342346191,0.14828747510910034,0.25126680731773376,0.6819419264793396,0.42220163345336914
