epoch,accuracy,categorical_accuracy,loss,val_accuracy,val_categorical_accuracy,val_loss
0,0.272924542427063,0.272924542427063,0.08211758732795715,0.2715422511100769,0.2715422511100769,0.3662484288215637
1,0.2789511978626251,0.2789511978626251,0.08094356954097748,0.287782222032547,0.287782222032547,0.36474132537841797
2,0.2809506356716156,0.2809506356716156,0.08077529817819595,0.29055488109588623,0.29055488109588623,0.3601737320423126
3,0.28111740946769714,0.28111740946769714,0.08057389408349991,0.29628029465675354,0.29628029465675354,0.359746515750885
4,0.28208962082862854,0.28208962082862854,0.08071761578321457,0.2786720097064972,0.2786720097064972,0.36589863896369934
5,0.28401511907577515,0.28401511907577515,0.08039876073598862,0.2874221205711365,0.2874221205711365,0.36228734254837036
6,0.28468602895736694,0.28468602895736694,0.08060992509126663,0.2940117418766022,0.2940117418766022,0.3606853783130646
7,0.28471633791923523,0.28471633791923523,0.08042619377374649,0.2896546721458435,0.2896546721458435,0.3626897633075714
8,0.28525078296661377,0.28525078296661377,0.08023227006196976,0.2904108464717865,0.2904108464717865,0.3629046380519867
9,0.2859330475330353,0.2859330475330353,0.08012613654136658,0.2953800857067108,0.2953800857067108,0.36362311244010925
10,0.2854137718677521,0.2854137718677521,0.08036112040281296,0.2993410527706146,0.2993410527706146,0.3638361394405365
11,0.28582313656806946,0.28582313656806946,0.08019974827766418,0.2866659462451935,0.2866659462451935,0.36430075764656067
12,0.28584396839141846,0.28584396839141846,0.08033684641122818,0.28432536125183105,0.28432536125183105,0.36401334404945374
13,0.2861320376396179,0.2861320376396179,0.08013725280761719,0.2886464297771454,0.2886464297771454,0.36532294750213623
14,0.28593873977661133,0.28593873977661133,0.08016491681337357,0.2906269133090973,0.2906269133090973,0.36288464069366455
