epoch,binary_accuracy,loss,pr_auc,precision,recall,roc_auc,val_binary_accuracy,val_loss,val_pr_auc,val_precision,val_recall,val_roc_auc
0,0.7334833741188049,0.9457008838653564,0.24920974671840668,0.22806702554225922,0.6624992489814758,0.7869834303855896,0.7370566129684448,0.9109132289886475,0.2747363746166229,0.23320981860160828,0.6767895817756653,0.8057247996330261
1,0.7441297173500061,0.9003598093986511,0.2696823179721832,0.23949211835861206,0.6788325309753418,0.8050140738487244,0.7396555542945862,0.885091245174408,0.2958317697048187,0.23481886088848114,0.6744450330734253,0.8143578767776489
2,0.752894937992096,0.8786220550537109,0.2834116816520691,0.24768628180027008,0.6832057237625122,0.8138407468795776,0.7527641654014587,1.0115545988082886,0.2832009196281433,0.2454894334077835,0.6733788847923279,0.8014405369758606
3,0.7598493695259094,0.8568034172058105,0.29336339235305786,0.25480127334594727,0.6882476806640625,0.8228024840354919,0.7525662779808044,0.8513067960739136,0.3059968948364258,0.25078195333480835,0.7034707069396973,0.82734215259552
4,0.7699293494224548,0.8300122618675232,0.3069964051246643,0.2652144730091095,0.6930426359176636,0.8321955800056458,0.8111276030540466,0.8463894724845886,0.3267110288143158,0.3053656816482544,0.6515576839447021,0.8317142128944397
5,0.7746925950050354,0.8126224279403687,0.31210270524024963,0.2703397572040558,0.695056676864624,0.8377775549888611,0.7833856344223022,0.8337054252624512,0.32337358593940735,0.28072693943977356,0.7037984132766724,0.8354434967041016
6,0.777896523475647,0.797496497631073,0.3141542077064514,0.2742140591144562,0.6982845664024353,0.842204213142395,0.7692896723747253,0.8413780927658081,0.3237805664539337,0.27016669511795044,0.7265011072158813,0.8354026079177856
7,0.7826706171035767,0.7783523201942444,0.3184750974178314,0.2798864245414734,0.7017244100570679,0.8473095297813416,0.7890037894248962,0.8349016904830933,0.3223274052143097,0.28504377603530884,0.6928693652153015,0.8383328318595886
8,0.7852457165718079,0.7670400738716125,0.321988970041275,0.282839834690094,0.7025308609008789,0.8503867387771606,0.7799997925758362,0.8417295217514038,0.32217904925346375,0.27716395258903503,0.7041630148887634,0.8371366858482361
9,0.7874855995178223,0.7551022171974182,0.3241771161556244,0.28560298681259155,0.7040831446647644,0.8530697226524353,0.7893548607826233,0.8886682391166687,0.3297528624534607,0.2889307141304016,0.7129228711128235,0.8371953368186951
10,0.7899203300476074,0.7462800145149231,0.3282654583454132,0.2884517014026642,0.7046402096748352,0.8552665710449219,0.7848613858222961,0.8588398694992065,0.3241972327232361,0.28139352798461914,0.6984123587608337,0.8376752138137817
11,0.793340802192688,0.7328059673309326,0.3303956985473633,0.2928866744041443,0.707372784614563,0.8582751154899597,0.7907872200012207,0.9134407043457031,0.32956719398498535,0.2877313792705536,0.6965431571006775,0.838699996471405
12,0.7939704656600952,0.7272760272026062,0.33155420422554016,0.2937649190425873,0.7081773281097412,0.8599828481674194,0.7831794023513794,0.8802325129508972,0.3306194245815277,0.28260675072669983,0.7159366607666016,0.8389803767204285
13,0.7961816787719727,0.718732476234436,0.3339959979057312,0.29672369360923767,0.7100890874862671,0.8620362281799316,0.8018168807029724,0.9281743764877319,0.32946816086769104,0.3044670522212982,0.7169104814529419,0.8377752900123596
14,0.8006051778793335,0.703831672668457,0.33807373046875,0.3023452162742615,0.7113780975341797,0.8654467463493347,0.8125360012054443,0.966791570186615,0.3312886655330658,0.31566011905670166,0.6994507908821106,0.8376362919807434
15,0.8008235692977905,0.6984086632728577,0.33870476484298706,0.3027903735637665,0.7124147415161133,0.8665463328361511,0.8117202520370483,0.9812633395195007,0.32492995262145996,0.31459173560142517,0.6997738480567932,0.8379008173942566
16,0.8023753762245178,0.6919437646865845,0.339796781539917,0.30487072467803955,0.7132251858711243,0.868007481098175,0.8116618990898132,0.9655148983001709,0.32542699575424194,0.3128865957260132,0.690109372138977,0.8373278379440308
17,0.8047841787338257,0.6811514496803284,0.34378480911254883,0.3082433342933655,0.715061366558075,0.8704599738121033,0.7876251339912415,0.9506719708442688,0.3263029456138611,0.28481101989746094,0.7003968954086304,0.83635014295578
18,0.8062911629676819,0.6739481687545776,0.3461429178714752,0.3103393614292145,0.7159379720687866,0.8721474409103394,0.8004665374755859,0.9962565898895264,0.3302477300167084,0.3037867546081543,0.7229611873626709,0.836833655834198
