epoch,accuracy,categorical_accuracy,loss,val_accuracy,val_categorical_accuracy,val_loss
0,0.2676903009414673,0.2676903009414673,0.08229753375053406,0.28768670558929443,0.28768670558929443,0.3613956868648529
1,0.27653712034225464,0.27653712034225464,0.08123049139976501,0.27187803387641907,0.27187803387641907,0.36951199173927307
2,0.2764587700366974,0.2764587700366974,0.08079810440540314,0.267925888299942,0.267925888299942,0.36630457639694214
3,0.2784820795059204,0.2784820795059204,0.08068870007991791,0.29466715455055237,0.29466715455055237,0.3672958314418793
4,0.28010016679763794,0.28010016679763794,0.08055156469345093,0.28270798921585083,0.28270798921585083,0.36641520261764526
5,0.2793140709400177,0.2793140709400177,0.0804288387298584,0.2794230878353119,0.2794230878353119,0.36230918765068054
6,0.2788521647453308,0.2788521647453308,0.08050598204135895,0.26392239332199097,0.26392239332199097,0.3665080964565277
7,0.2795031666755676,0.2795031666755676,0.08032974600791931,0.2856336236000061,0.2856336236000061,0.35912424325942993
8,0.27877652645111084,0.27877652645111084,0.08030517399311066,0.2757788896560669,0.2757788896560669,0.36545029282569885
9,0.27953019738197327,0.27953019738197327,0.08019018173217773,0.28091156482696533,0.28091156482696533,0.36289089918136597
10,0.28036758303642273,0.28036758303642273,0.08047827333211899,0.2819381058216095,0.2819381058216095,0.3625118136405945
11,0.280235230922699,0.280235230922699,0.080161452293396,0.2860955595970154,0.2860955595970154,0.3588428497314453
12,0.27958419919013977,0.27958419919013977,0.08012386411428452,0.27192938327789307,0.27192938327789307,0.36324918270111084
13,0.28015419840812683,0.28015419840812683,0.08016947656869888,0.29702818393707275,0.29702818393707275,0.358439177274704
14,0.28122931718826294,0.28122931718826294,0.08015644550323486,0.28091156482696533,0.28091156482696533,0.36524027585983276
