epoch,accuracy,categorical_accuracy,loss,val_accuracy,val_categorical_accuracy,val_loss
0,0.18161669373512268,0.18161669373512268,0.1731386035680771,0.16991858184337616,0.16991858184337616,0.1711113005876541
1,0.19029730558395386,0.19029730558395386,0.1660081297159195,0.22438237071037292,0.22438237071037292,0.16904811561107635
2,0.18776699900627136,0.18776699900627136,0.1663075089454651,0.16047866642475128,0.16047866642475128,0.1695658266544342
3,0.1882675141096115,0.1882675141096115,0.16911421716213226,0.20795901119709015,0.20795901119709015,0.1705264300107956
4,0.18935905396938324,0.18935905396938324,0.17401902377605438,0.21725855767726898,0.21725855767726898,0.1667204350233078
5,0.193638414144516,0.193638414144516,0.16722211241722107,0.15033689141273499,0.15033689141273499,0.16943109035491943
6,0.19985151290893555,0.19985151290893555,0.16782844066619873,0.23494525253772736,0.23494525253772736,0.16936498880386353
7,0.19024188816547394,0.19024188816547394,0.16681891679763794,0.2091170698404312,0.2091170698404312,0.1709612011909485
8,0.188784658908844,0.188784658908844,0.16878744959831238,0.22318921983242035,0.22318921983242035,0.17855225503444672
9,0.19419433176517487,0.19419433176517487,0.16563282907009125,0.1770423948764801,0.1770423948764801,0.1644953340291977
10,0.19767028093338013,0.19767028093338013,0.16658106446266174,0.16886579990386963,0.16886579990386963,0.17284433543682098
11,0.1981966495513916,0.1981966495513916,0.1674463003873825,0.1478453129529953,0.1478453129529953,0.17171280086040497
12,0.19341492652893066,0.19341492652893066,0.16740202903747559,0.18041127920150757,0.18041127920150757,0.17060919106006622
13,0.20001773536205292,0.20001773536205292,0.16937801241874695,0.1722697913646698,0.1722697913646698,0.17000660300254822
14,0.19260042905807495,0.19260042905807495,0.1680321842432022,0.18988630175590515,0.18988630175590515,0.16857783496379852
