epoch,binary_accuracy,loss,pr_auc,precision,recall
0,0.6495031714439392,1.1352347135543823,0.1708477884531021,0.1693589687347412,0.6033962368965149
1,0.6866507530212402,1.0330276489257812,0.20058146119117737,0.19437971711158752,0.6361273527145386
2,0.7035213112831116,0.9870759844779968,0.21758656203746796,0.20753268897533417,0.6524001359939575
3,0.685598611831665,1.013864517211914,0.20816636085510254,0.19501323997974396,0.6427468657493591
4,0.6972470283508301,0.9953840374946594,0.20732291042804718,0.2025965303182602,0.6467772126197815
5,0.7117581963539124,0.9471067190170288,0.22998778522014618,0.21419265866279602,0.6594739556312561
6,0.7110212445259094,0.948164165019989,0.21928049623966217,0.21344922482967377,0.6581109762191772
7,0.7090770602226257,0.9351555705070496,0.2272961437702179,0.21458500623703003,0.6712425351142883
8,0.7197925448417664,0.9162355065345764,0.23259463906288147,0.2212018221616745,0.6676567196846008
9,0.7257014513015747,0.8898993134498596,0.23883233964443207,0.22573401033878326,0.6693128347396851
10,0.726639449596405,0.8847261071205139,0.24099098145961761,0.2274470180273056,0.6748819947242737
11,0.7372968196868896,0.8534894585609436,0.24870991706848145,0.23470309376716614,0.6703240871429443
12,0.7386491894721985,0.8359485268592834,0.2541690766811371,0.2370828241109848,0.6774125695228577
13,0.7439572215080261,0.8177503347396851,0.2540525794029236,0.24061474204063416,0.67328941822052
14,0.7430884838104248,0.823282778263092,0.2553255259990692,0.2399761974811554,0.673694908618927
15,0.753315269947052,0.7915924191474915,0.266518771648407,0.2489469051361084,0.6752972602844238
16,0.763439416885376,0.7594972252845764,0.2740669548511505,0.2587541341781616,0.6784531474113464
17,0.7508396506309509,0.7953948378562927,0.2633461356163025,0.24750134348869324,0.6791566014289856
18,0.7668802738189697,0.7464878559112549,0.2791583240032196,0.263058602809906,0.6839783191680908
19,0.772479236125946,0.7328826189041138,0.282549113035202,0.26853278279304504,0.6836265921592712
20,0.7603005170822144,0.7616186141967773,0.2687169909477234,0.2556890845298767,0.677730143070221
21,0.7796540260314941,0.7036376595497131,0.29871299862861633,0.27595165371894836,0.6834703087806702
22,0.7879508137702942,0.678676962852478,0.30585235357284546,0.2850121259689331,0.6830012798309326
23,0.7812180519104004,0.7005003690719604,0.2952148914337158,0.2774324119091034,0.6823710799217224
24,0.7844977974891663,0.6880452632904053,0.29285234212875366,0.2815897464752197,0.6855367422103882
25,0.7950027585029602,0.6540020108222961,0.31441983580589294,0.2937532365322113,0.685693085193634
26,0.804926872253418,0.6245340704917908,0.3289337158203125,0.30689913034439087,0.6896452307701111
27,0.8046438097953796,0.6231231689453125,0.3268720209598541,0.30637505650520325,0.6887414455413818
28,0.8097705245018005,0.6072655320167542,0.3397692143917084,0.31367194652557373,0.6914381384849548
29,0.8070070147514343,0.6204332709312439,0.3311347961425781,0.30959317088127136,0.6893423199653625
30,0.8124404549598694,0.5964998602867126,0.3441111743450165,0.3171860873699188,0.6904513239860535
31,0.8147958517074585,0.5902769565582275,0.35657596588134766,0.3208458125591278,0.6924835443496704
32,0.8142541646957397,0.5955215096473694,0.34917354583740234,0.31999754905700684,0.692009687423706
33,0.8220347762107849,0.5702582597732544,0.36747974157333374,0.3311137557029724,0.6901484131813049
34,0.8181834816932678,0.583684504032135,0.357909619808197,0.32571518421173096,0.6923320889472961
35,0.8224648237228394,0.566685676574707,0.3662678301334381,0.3325064182281494,0.6947307586669922
36,0.8145393133163452,0.6003373861312866,0.35375213623046875,0.3210514783859253,0.6959325671195984
37,0.7969031929969788,0.6472052931785583,0.32836034893989563,0.2967303991317749,0.6895084381103516
38,0.8310418725013733,0.5315019488334656,0.40290552377700806,0.3463955521583557,0.6965969204902649
39,0.8341260552406311,0.5255336761474609,0.4017649292945862,0.35189512372016907,0.6988392472267151
40,0.8317524790763855,0.5359582901000977,0.3956775963306427,0.34845972061157227,0.702468991279602
41,0.8232825398445129,0.5750885009765625,0.3668246865272522,0.33384546637535095,0.6952877044677734
42,0.833366334438324,0.5305214524269104,0.40893563628196716,0.3510555326938629,0.7018143534660339
43,0.8220517039299011,0.5785745978355408,0.3748937249183655,0.332000195980072,0.6954879760742188
44,0.8280335664749146,0.5556345582008362,0.3835214078426361,0.3417135179042816,0.6979404091835022
45,0.8385478854179382,0.5122633576393127,0.42002201080322266,0.36036017537117004,0.7044133543968201
46,0.843306303024292,0.4969482123851776,0.4359757900238037,0.36942818760871887,0.707818329334259
47,0.824486494064331,0.5596620440483093,0.3750259578227997,0.3365796208381653,0.7008373141288757
48,0.835945725440979,0.5201977491378784,0.4146879017353058,0.3557629883289337,0.7039883136749268
49,0.8417955636978149,0.5028625130653381,0.4323861300945282,0.36655372381210327,0.7070562243461609
50,0.8363327383995056,0.5266610980033875,0.4035406708717346,0.3565704822540283,0.7049555778503418
51,0.8384546041488647,0.5158734321594238,0.42048749327659607,0.36034056544303894,0.7054294347763062
52,0.8352379202842712,0.5254263281822205,0.4173892140388489,0.35489311814308167,0.7063429951667786
53,0.8481218814849854,0.480848491191864,0.461804062128067,0.37880876660346985,0.7099189758300781
54,0.8449113965034485,0.49408984184265137,0.4477068781852722,0.3728795349597931,0.7113015055656433
55,0.8467015624046326,0.48773443698883057,0.4484403431415558,0.3765529692173004,0.7135389447212219
56,0.8454641103744507,0.49083492159843445,0.45097246766090393,0.3746316432952881,0.7167192697525024
57,0.8361910581588745,0.5297114253044128,0.4109824597835541,0.35700875520706177,0.7096747159957886
58,0.8473252058029175,0.48470669984817505,0.4584820568561554,0.3778734803199768,0.714540421962738
59,0.8434910178184509,0.5024115443229675,0.436085969209671,0.3705006539821625,0.7132360935211182
60,0.8541821837425232,0.46341055631637573,0.487599641084671,0.3920663595199585,0.7196260094642639
61,0.8523900508880615,0.46902069449424744,0.47427794337272644,0.38835495710372925,0.7189664840698242
62,0.8416100144386292,0.5094953179359436,0.4320971965789795,0.36696138978004456,0.7124642133712769
63,0.8522884845733643,0.46777671575546265,0.4822327494621277,0.38821423053741455,0.7194892168045044
64,0.8467785716056824,0.4926636815071106,0.4527031481266022,0.3769167363643646,0.7152097225189209
65,0.8563529849052429,0.4557943344116211,0.4897845685482025,0.3967885673046112,0.7216582298278809
66,0.8554556369781494,0.45802193880081177,0.4919954836368561,0.3951687216758728,0.7238028645515442
67,0.8483377695083618,0.4852316975593567,0.4633229672908783,0.38053998351097107,0.7202073335647583
68,0.852088987827301,0.4730786383152008,0.4735340476036072,0.3879011571407318,0.7201975584030151
69,0.8573391437530518,0.4534520208835602,0.49530014395713806,0.39922085404396057,0.7249020338058472
70,0.8344558477401733,0.5512073040008545,0.41101640462875366,0.354794979095459,0.7148140072822571
71,0.8594992756843567,0.4427486062049866,0.5139992833137512,0.404031902551651,0.7268756628036499
72,0.8621427416801453,0.4358232617378235,0.5127657055854797,0.41018855571746826,0.7307398915290833
73,0.8633175492286682,0.4316936433315277,0.5241249203681946,0.41318079829216003,0.7346676588058472
74,0.8528673052787781,0.47487032413482666,0.47050389647483826,0.3905363380908966,0.7292645573616028
75,0.8582639098167419,0.45374631881713867,0.4930973947048187,0.4017065167427063,0.7297726273536682
76,0.8545538187026978,0.4633921682834625,0.478970468044281,0.3937656581401825,0.727696418762207
77,0.8664494752883911,0.42124083638191223,0.5328484773635864,0.4203336834907532,0.7353857755661011
78,0.8711217641830444,0.404518723487854,0.5635479092597961,0.43179765343666077,0.7407986521720886
79,0.8583864569664001,0.4579680860042572,0.48091384768486023,0.40276288986206055,0.7372226119041443
80,0.8451457023620605,0.5039023160934448,0.44149187207221985,0.3748216927051544,0.7227427959442139
81,0.8519424200057983,0.4678014814853668,0.48845526576042175,0.3884357810020447,0.7270955443382263
82,0.8638627529144287,0.4280603229999542,0.5237045884132385,0.41439345479011536,0.7346334457397461
83,0.8662325739860535,0.4208661913871765,0.5377757549285889,0.42039451003074646,0.7415363192558289
84,0.8662154078483582,0.4230668842792511,0.5230545401573181,0.42045608162879944,0.742645263671875
85,0.8517205119132996,0.47872674465179443,0.46004462242126465,0.38920265436172485,0.7373057007789612
86,0.8496590852737427,0.4888262152671814,0.46163374185562134,0.38417091965675354,0.7288883924484253
87,0.8678511381149292,0.4142697751522064,0.5412521362304688,0.42396873235702515,0.7397922873497009
88,0.8689151406288147,0.411923885345459,0.5390224456787109,0.426945298910141,0.7455763816833496
89,0.8607332706451416,0.4416033625602722,0.49880313873291016,0.4083291292190552,0.7427234053611755
90,0.8670096397399902,0.4183324873447418,0.5391677618026733,0.4223201274871826,0.7431875467300415
91,0.8773053884506226,0.3820846676826477,0.5871790647506714,0.44810041785240173,0.7546483278274536
92,0.8472450375556946,0.4983072578907013,0.4397607147693634,0.3807883858680725,0.7388836145401001
93,0.8623535633087158,0.43798771500587463,0.5069627165794373,0.4116247892379761,0.7405397295951843
94,0.8694324493408203,0.41254889965057373,0.5351584553718567,0.4285195767879486,0.7499437928199768
95,0.8708779811859131,0.4072015881538391,0.5443364381790161,0.4319533407688141,0.7501880526542664
96,0.8744022846221924,0.3935679793357849,0.5590568780899048,0.44080400466918945,0.7543356418609619
97,0.879014790058136,0.37718304991722107,0.588634192943573,0.4527277648448944,0.7587079405784607
98,0.8748916983604431,0.3930223882198334,0.5576569437980652,0.44215095043182373,0.7563728094100952
99,0.8722808957099915,0.4036948084831238,0.5446986556053162,0.43578195571899414,0.7563434839248657
