epoch,loss,binary_accuracy,precision,recall,pr_auc,nothing,val_loss,val_binary_accuracy,val_precision,val_recall,val_pr_auc
0,1.8741874694824219,0.6383458375930786,0.17022556066513062,0.8167388439178467,0.3062346875667572,777,0.9896456599235535,0.6516000032424927,0.18734870851039886,0.6959760189056396,0.21151404082775116
1,2.3884637355804443,0.6753132343292236,0.17139889299869537,0.7142857313156128,0.3117726147174835,777,1.0708497762680054,0.6741144061088562,0.17679989337921143,0.5766191482543945,0.21956869959831238
2,2.0965371131896973,0.6964912414550781,0.188916876912117,0.7575757503509521,0.2821764349937439,777,1.0405216217041016,0.7095760703086853,0.21653743088245392,0.6760377883911133,0.22995278239250183
3,2.1909589767456055,0.6221804618835449,0.1558980494737625,0.7590187788009644,0.24654142558574677,777,1.0911210775375366,0.6322144269943237,0.17559485137462616,0.6787174344062805,0.17254717648029327
4,1.8429160118103027,0.6611528396606445,0.17065182328224182,0.7518037557601929,0.32150915265083313,777,0.9840248227119446,0.6916188597679138,0.19709725677967072,0.6315741539001465,0.21992169320583344
5,2.837071180343628,0.6577694416046143,0.1685100793838501,0.747474730014801,0.2952972948551178,777,1.0655826330184937,0.6753332614898682,0.18468579649925232,0.6139976382255554,0.20487777888774872
6,2.2862608432769775,0.6805763840675354,0.18542373180389404,0.789321780204773,0.32621315121650696,777,0.9964050054550171,0.6948902606964111,0.21188496053218842,0.702334463596344,0.22278247773647308
7,2.0566132068634033,0.6979949474334717,0.19545938074588776,0.7950937747955322,0.3308102786540985,777,0.9789924621582031,0.6980901956558228,0.21284538507461548,0.6965664625167847,0.22846552729606628
8,2.1073408126831055,0.7216792106628418,0.2088414579629898,0.7907648086547852,0.34949520230293274,777,0.9412155747413635,0.7389857172966003,0.23643815517425537,0.668089747428894,0.25522229075431824
9,2.0261590480804443,0.6703008413314819,0.17850032448768616,0.7763347625732422,0.3134242594242096,777,1.0058338642120361,0.6989808082580566,0.2107509970664978,0.6816241145133972,0.2358667552471161
10,2.2654733657836914,0.6929824352264404,0.18792185187339783,0.7633477449417114,0.3435770869255066,777,1.040148138999939,0.704738199710846,0.2098059356212616,0.6565083265304565,0.23441897332668304
11,3.679368019104004,0.6833332777023315,0.1895734667778015,0.808080792427063,0.333829402923584,777,1.1309497356414795,0.7006954550743103,0.20835594832897186,0.6625034213066101,0.2289612591266632
12,2.7535157203674316,0.7170426249504089,0.20326128602027893,0.7734487652778625,0.3673001825809479,777,1.038074016571045,0.7344809770584106,0.2298429012298584,0.6518757343292236,0.24135027825832367
13,3.4516448974609375,0.7397242784500122,0.2218649536371231,0.7965368032455444,0.3557663559913635,777,1.1096030473709106,0.763037919998169,0.2573637366294861,0.6682714223861694,0.2508125305175781
14,2.5938854217529297,0.7062656283378601,0.19750824570655823,0.7777777910232544,0.35755130648612976,777,1.0323859453201294,0.7181670665740967,0.2192867249250412,0.6593241691589355,0.23717345297336578
15,3.481682062149048,0.7398495674133301,0.22461171448230743,0.8138527870178223,0.3758699595928192,777,1.0999637842178345,0.7455711960792542,0.2439517378807068,0.6796257495880127,0.25434747338294983
16,4.251059532165527,0.7007519006729126,0.18899083137512207,0.743145763874054,0.29601243138313293,777,1.3250178098678589,0.7163953185081482,0.21033380925655365,0.6189935803413391,0.22844243049621582
17,4.229056358337402,0.7631579041481018,0.23411816358566284,0.7604617476463318,0.3358795940876007,777,1.1344518661499023,0.7689047455787659,0.25686877965927124,0.6360704898834229,0.24764423072338104
18,5.692493915557861,0.7587718963623047,0.23607540130615234,0.7950937747955322,0.3773898482322693,777,1.244436502456665,0.7742571830749512,0.2677558660507202,0.66468346118927,0.2559719979763031
19,4.748029708862305,0.7617794871330261,0.23179395496845245,0.7532467246055603,0.3230467438697815,777,1.3726345300674438,0.7767000198364258,0.26188424229621887,0.6212643980979919,0.22898328304290771
20,4.859686851501465,0.7441102862358093,0.22139611840248108,0.7734487652778625,0.3631868064403534,777,1.2340741157531738,0.7617048025131226,0.2552317976951599,0.6635934114456177,0.2522248923778534
