epoch,accuracy,categorical_accuracy,loss,val_accuracy,val_categorical_accuracy,val_loss
0,0.23719851672649384,0.23719851672649384,0.0859384685754776,0.25817543268203735,0.25817543268203735,0.2892640233039856
1,0.24322806298732758,0.24322806298732758,0.08453396707773209,0.2556841969490051,0.2556841969490051,0.2901138365268707
2,0.24520960450172424,0.24520960450172424,0.08419449627399445,0.24266666173934937,0.24266666173934937,0.29259398579597473
3,0.24547737836837769,0.24547737836837769,0.08407633751630783,0.25361403822898865,0.25361403822898865,0.2888347804546356
4,0.2469104379415512,0.2469104379415512,0.0841519683599472,0.25954386591911316,0.25954386591911316,0.2893863618373871
5,0.24729639291763306,0.24729639291763306,0.08382216840982437,0.2513684332370758,0.2513684332370758,0.288016140460968
6,0.24708402156829834,0.24708402156829834,0.08396179229021072,0.24421052634716034,0.24421052634716034,0.29379838705062866
7,0.24779871106147766,0.24779871106147766,0.08446061611175537,0.26007017493247986,0.26007017493247986,0.28741925954818726
8,0.250995397567749,0.250995397567749,0.08388363569974899,0.26298245787620544,0.26298245787620544,0.28962600231170654
9,0.24840258061885834,0.24840258061885834,0.08359799534082413,0.2540701627731323,0.2540701627731323,0.28956088423728943
10,0.24732041358947754,0.24732041358947754,0.08344120532274246,0.25385963916778564,0.25385963916778564,0.29147377610206604
11,0.24664266407489777,0.24664266407489777,0.0834241732954979,0.2609824538230896,0.2609824538230896,0.2898001968860626
12,0.24630101025104523,0.24630101025104523,0.08363319933414459,0.24501754343509674,0.24501754343509674,0.29155394434928894
13,0.24648015201091766,0.24648015201091766,0.08370936661958694,0.25792983174324036,0.25792983174324036,0.28512924909591675
