epoch,accuracy,categorical_accuracy,loss,val_accuracy,val_categorical_accuracy,val_loss
0,0.23867221176624298,0.23867221176624298,0.08581169694662094,0.24449123442173004,0.24449123442173004,0.29367247223854065
1,0.24244321882724762,0.24244321882724762,0.08446542173624039,0.23585964739322662,0.23585964739322662,0.2992437779903412
2,0.24447090923786163,0.24447090923786163,0.08401310443878174,0.2449473738670349,0.2449473738670349,0.2910533547401428
3,0.24407386779785156,0.24407386779785156,0.08412307500839233,0.24242104589939117,0.24242104589939117,0.28952929377555847
4,0.244646355509758,0.244646355509758,0.08384012430906296,0.25277194380760193,0.25277194380760193,0.2905462682247162
5,0.24693259596824646,0.24693259596824646,0.08399225771427155,0.25171929597854614,0.25171929597854614,0.29017627239227295
6,0.2481939047574997,0.2481939047574997,0.08373075723648071,0.25368422269821167,0.25368422269821167,0.29442763328552246
7,0.24857063591480255,0.24857063591480255,0.08364236354827881,0.24701754748821259,0.24701754748821259,0.2928788661956787
8,0.2496509701013565,0.2496509701013565,0.08355659246444702,0.25708770751953125,0.25708770751953125,0.2897660732269287
9,0.25011080503463745,0.25011080503463745,0.08336862176656723,0.2639649212360382,0.2639649212360382,0.2908616364002228
10,0.2496602088212967,0.2496602088212967,0.08339632302522659,0.25656139850616455,0.25656139850616455,0.2891532778739929
11,0.2500480115413666,0.2500480115413666,0.0837164893746376,0.24992983043193817,0.24992983043193817,0.29052382707595825
12,0.25082919001579285,0.25082919001579285,0.08341231197118759,0.2595789432525635,0.2595789432525635,0.2895684242248535
13,0.25147923827171326,0.25147923827171326,0.0833374634385109,0.25178948044776917,0.25178948044776917,0.2919876277446747
14,0.2515143156051636,0.2515143156051636,0.08345794677734375,0.25038596987724304,0.25038596987724304,0.29270315170288086
