epoch,binary_accuracy,loss,pr_auc,precision,recall
0,0.5640193819999695,1.3883320093154907,0.10926828533411026,0.12290831655263901,0.5173524022102356
1,0.5803218483924866,1.1872185468673706,0.11581572145223618,0.13013651967048645,0.5310212969779968
2,0.5942454934120178,1.1622495651245117,0.12991468608379364,0.14581294357776642,0.593879759311676
3,0.5775978565216064,1.1502114534378052,0.13311375677585602,0.1435239315032959,0.6128931641578674
4,0.5778273344039917,1.1481531858444214,0.13416489958763123,0.14579184353351593,0.6261126399040222
5,0.5796799659729004,1.144992709159851,0.13463130593299866,0.1456795036792755,0.6217842698097229
6,0.5803180932998657,1.1942931413650513,0.12304190546274185,0.13063761591911316,0.5337961316108704
7,0.5790267586708069,1.1952162981033325,0.11539970338344574,0.1251906007528305,0.5061700940132141
8,0.601082444190979,1.1796643733978271,0.11952192336320877,0.13205257058143616,0.5059746503829956
9,0.600810170173645,1.1780558824539185,0.12125138938426971,0.13808748126029968,0.5384175777435303
10,0.6151471138000488,1.1691949367523193,0.12738656997680664,0.14592111110687256,0.5532638430595398
11,0.5826823115348816,1.1864651441574097,0.124539814889431,0.1381605863571167,0.5719498991966248
12,0.5743849873542786,1.1706242561340332,0.12881338596343994,0.13989511132240295,0.5973531603813171
13,0.5742635726928711,1.1504145860671997,0.1341540515422821,0.14406248927116394,0.6225854754447937
14,0.5940001606941223,1.1420823335647583,0.13574178516864777,0.14951007068157196,0.6158633828163147
15,0.5963582992553711,1.1360231637954712,0.13621573150157928,0.15121525526046753,0.6210368275642395
16,0.5913557410240173,1.1449047327041626,0.13468565046787262,0.14930371940135956,0.620040237903595
17,0.5910837650299072,1.1312785148620605,0.13725748658180237,0.15024222433567047,0.6261712312698364
18,0.5889847874641418,1.1371937990188599,0.13757014274597168,0.14990736544132233,0.6284819841384888
19,0.5811759233474731,1.1511625051498413,0.13542339205741882,0.1459324061870575,0.6203578114509583
20,0.5749080181121826,1.1353379487991333,0.13710512220859528,0.1445913016796112,0.6245444416999817
21,0.594140350818634,1.120622992515564,0.1388913094997406,0.1509866863489151,0.6242855191230774
22,0.601645290851593,1.1194995641708374,0.13956090807914734,0.15431448817253113,0.6281497478485107
23,0.6036384105682373,1.1217316389083862,0.13907445967197418,0.1534980833530426,0.6191267371177673
24,0.5812947154045105,1.1376562118530273,0.13630665838718414,0.14547021687030792,0.6173533797264099
25,0.5889269113540649,1.1353650093078613,0.1375018060207367,0.14848946034908295,0.6201428174972534
26,0.604267418384552,1.1224727630615234,0.14024989306926727,0.15537717938423157,0.6287652850151062
27,0.5919557213783264,1.1313380002975464,0.13846008479595184,0.15213802456855774,0.63570237159729
28,0.6006138920783997,1.1247133016586304,0.1386091709136963,0.15411438047885895,0.6291707754135132
29,0.5896475911140442,1.1338038444519043,0.13726264238357544,0.14915704727172852,0.6226489543914795
30,0.5888763666152954,1.129778265953064,0.13764794170856476,0.14816692471504211,0.6183304190635681
31,0.5889507532119751,1.1323504447937012,0.1380167305469513,0.14836910367012024,0.6193807721138
32,0.5985583066940308,1.1162666082382202,0.14049088954925537,0.15349029004573822,0.6298547387123108
33,0.5966894030570984,1.1139206886291504,0.14136698842048645,0.1543799787759781,0.6391317844390869
34,0.601851224899292,1.1137733459472656,0.14168579876422882,0.15489321947097778,0.631119966506958
35,0.592174768447876,1.1337840557098389,0.1384064108133316,0.15328991413116455,0.6421802043914795
36,0.5979505777359009,1.1307716369628906,0.13803192973136902,0.1545298844575882,0.6373291611671448
37,0.6067899465560913,1.1164686679840088,0.1402927190065384,0.15744438767433167,0.6354238986968994
38,0.6109741926193237,1.109432339668274,0.14086104929447174,0.15734121203422546,0.6256192326545715
39,0.6005386710166931,1.113602638244629,0.14015509188175201,0.15450707077980042,0.6316524744033813
40,0.6040915250778198,1.1053178310394287,0.14189396798610687,0.15541978180408478,0.6293954849243164
41,0.6056972146034241,1.1117404699325562,0.1405615359544754,0.1570860743522644,0.6357121467590332
42,0.6001304388046265,1.1137064695358276,0.13943974673748016,0.15594415366649628,0.6410761475563049
