epoch,binary_accuracy,loss,pr_auc,precision,recall,val_binary_accuracy,val_loss,val_pr_auc,val_precision,val_recall
0,0.9468058943748474,0.13358569145202637,0.15979216992855072,0.5729431509971619,0.2676983177661896,0.9505889415740967,0.12404036521911621,0.21189254522323608,0.6445589661598206,0.2970799505710602
1,0.9505904316902161,0.1219981387257576,0.21915706992149353,0.6421536207199097,0.30191266536712646,0.9511315822601318,0.12119928747415543,0.22939664125442505,0.6457331776618958,0.31631898880004883
2,0.9513034224510193,0.12012990564107895,0.2385331690311432,0.6538907885551453,0.31329235434532166,0.9513142704963684,0.1206110343337059,0.2388768345117569,0.6873517036437988,0.2677881419658661
3,0.9518215656280518,0.11850356310606003,0.249748095870018,0.6576322913169861,0.3232654929161072,0.9513821005821228,0.11983048915863037,0.24738875031471252,0.6578904986381531,0.306614488363266
4,0.9521747827529907,0.11748400330543518,0.2601558268070221,0.6627472043037415,0.3306305706501007,0.9518024325370789,0.11904820054769516,0.24901923537254333,0.6420861482620239,0.34918832778930664
5,0.9525350332260132,0.11654680222272873,0.26779112219810486,0.6663074493408203,0.3349170684814453,0.9515649676322937,0.1194082647562027,0.2538306713104248,0.6487160325050354,0.3279884457588196
6,0.9528225064277649,0.11566891521215439,0.2773092985153198,0.6694353818893433,0.34017860889434814,0.9517910480499268,0.1189226508140564,0.25750458240509033,0.6572669148445129,0.322524756193161
7,0.9528896808624268,0.11519249528646469,0.2823396623134613,0.6727878451347351,0.34335124492645264,0.9518521428108215,0.11891581118106842,0.25649788975715637,0.6461644172668457,0.34352561831474304
8,0.9533776044845581,0.11402858793735504,0.29004067182540894,0.6749745607376099,0.3506471812725067,0.9519368410110474,0.11867889016866684,0.2591013014316559,0.6587854027748108,0.32549288868904114
9,0.9533171057701111,0.11378443241119385,0.2963157296180725,0.6749150156974792,0.3520846962928772,0.951870858669281,0.11855098605155945,0.26399126648902893,0.6408804655075073,0.3542499244213104
10,0.9538410902023315,0.11269687861204147,0.3057129383087158,0.6796494722366333,0.3595999777317047,0.9516720175743103,0.11912819743156433,0.2610819637775421,0.6523787975311279,0.3259406089782715
11,0.9539343118667603,0.112223319709301,0.30831873416900635,0.6804690361022949,0.3629777431488037,0.9515185952186584,0.11924245953559875,0.2595363259315491,0.6400810480117798,0.3417057693004608
12,0.9542006850242615,0.11147744953632355,0.3179280161857605,0.6823940277099609,0.369206041097641,0.9518106579780579,0.11910729110240936,0.2643915116786957,0.6430570483207703,0.34765034914016724
13,0.9543457627296448,0.11105473339557648,0.3197649419307709,0.6844053864479065,0.3723970055580139,0.9518356323242188,0.11913765966892242,0.26254040002822876,0.6504269242286682,0.33538395166397095
14,0.9548342227935791,0.10982858389616013,0.3315794765949249,0.6883243322372437,0.37999796867370605,0.9519948363304138,0.11932260543107986,0.26154881715774536,0.6505743265151978,0.34115856885910034
