epoch,accuracy,categorical_accuracy,loss,val_accuracy,val_categorical_accuracy,val_loss
0,0.2315736562013626,0.2315736562013626,0.08632788062095642,0.24133089184761047,0.24133089184761047,0.3786011338233948
1,0.239402636885643,0.239402636885643,0.08530766516923904,0.24183501303195953,0.24183501303195953,0.37906956672668457
2,0.23996171355247498,0.23996171355247498,0.08503801375627518,0.22854776680469513,0.22854776680469513,0.38931718468666077
3,0.24281585216522217,0.24281585216522217,0.0848676785826683,0.23420114815235138,0.23420114815235138,0.38257870078086853
4,0.24266614019870758,0.24266614019870758,0.08477506041526794,0.2558424174785614,0.2558424174785614,0.3763505518436432
5,0.24528338015079498,0.24528338015079498,0.08470893651247025,0.25623852014541626,0.25623852014541626,0.3750259280204773
6,0.24529094994068146,0.24529094994068146,0.08463016897439957,0.23859421908855438,0.23859421908855438,0.3782060742378235
7,0.2454899549484253,0.2454899549484253,0.08460056036710739,0.2375139594078064,0.2375139594078064,0.3769250512123108
8,0.24594669044017792,0.24594669044017792,0.08457297831773758,0.2491447925567627,0.2491447925567627,0.3791918456554413
9,0.2467995136976242,0.2467995136976242,0.08451072126626968,0.24154694378376007,0.24154694378376007,0.37963584065437317
10,0.24655883014202118,0.24655883014202118,0.08454173803329468,0.22980807721614838,0.22980807721614838,0.3860715627670288
11,0.24720509350299835,0.24720509350299835,0.08444392681121826,0.25908321142196655,0.25908321142196655,0.3787621855735779
12,0.2468298375606537,0.2468298375606537,0.0844632089138031,0.2489287406206131,0.2489287406206131,0.37919291853904724
13,0.24801811575889587,0.24801811575889587,0.08439382165670395,0.26117172837257385,0.26117172837257385,0.37280207872390747
14,0.2471558153629303,0.2471558153629303,0.0843731015920639,0.2529617249965668,0.2529617249965668,0.3759825825691223
